Longitude,Latitude,DistanceToPetrol,DistanceToEV,PetrolDistanceBin,EVDistanceBin
113.037,-25.638,64.0,64.0,3,3
113.537,-26.638,79.0,73.0,3,3
113.537,-25.638,32.0,27.0,2,2
113.537,-24.638,30.0,30.0,2,2
113.537,-24.138,83.0,83.0,3,3
114.037,-27.138,65.0,65.0,3,3
114.037,-26.638,54.0,54.0,3,3
114.037,-25.138,47.0,50.0,2,2
114.037,-24.638,44.0,47.0,2,2
114.037,-24.138,88.0,90.0,3,3
114.037,-23.638,141.0,63.0,4,3
114.037,-23.138,135.0,30.0,4,2
114.037,-22.638,79.0,64.0,3,3
114.037,-22.138,25.0,25.0,2,2
114.537,-28.138,26.0,26.0,2,2
114.537,-27.638,41.0,42.0,2,2
114.537,-27.138,75.0,37.0,3,2
114.537,-26.638,26.0,22.0,2,2
114.537,-26.138,32.0,32.0,2,2
114.537,-25.638,87.0,31.0,3,2
114.537,-25.138,97.0,75.0,3,3
114.537,-24.638,95.0,99.0,3,3
114.537,-24.138,122.0,125.0,4,4
114.537,-23.638,162.0,102.0,4,4
114.537,-23.138,126.0,85.0,4,3
114.537,-22.638,91.0,90.0,3,3
114.537,-22.138,51.0,50.0,3,2
115.037,-34.138,10.0,21.0,1,2
115.037,-33.638,8.0,8.0,1,1
115.037,-30.138,18.0,18.0,2,2
115.037,-29.638,33.0,67.0,2,3
115.037,-29.138,15.0,46.0,2,2
115.037,-28.638,39.0,50.0,2,2
115.037,-28.138,51.0,51.0,3,3
115.037,-27.638,91.0,91.0,3,3
115.037,-27.138,103.0,59.0,4,3
115.037,-26.638,69.0,51.0,3,3
115.037,-26.138,71.0,71.0,3,3
115.037,-25.638,107.0,84.0,4,3
115.037,-25.138,151.0,109.0,4,4
115.037,-24.638,150.0,151.0,4,4
115.037,-24.138,168.0,171.0,4,4
115.037,-23.638,132.0,132.0,4,4
115.037,-23.138,84.0,84.0,3,3
115.037,-22.638,53.0,53.0,3,3
115.037,-22.138,69.0,55.0,3,3
115.537,-34.138,31.0,31.0,2,2
115.537,-33.638,10.0,22.0,1,2
115.537,-31.138,45.0,24.0,2,2
115.537,-30.638,11.0,28.0,2,2
115.537,-30.138,47.0,28.0,2,2
115.537,-29.638,28.0,28.0,2,2
115.537,-29.138,12.0,12.0,2,2
115.537,-28.638,11.0,63.0,2,3
115.537,-28.138,45.0,104.0,2,4
115.537,-27.638,100.0,128.0,3,4
115.537,-27.138,144.0,109.0,4,4
115.537,-26.638,122.0,105.0,4,4
115.537,-26.138,123.0,123.0,4,4
115.537,-25.638,147.0,139.0,4,4
115.537,-25.138,185.0,155.0,4,4
115.537,-24.638,205.0,187.0,4,4
115.537,-24.138,178.0,178.0,4,4
115.537,-23.638,122.0,122.0,4,4
115.537,-23.138,66.0,66.0,3,3
115.537,-22.638,11.0,11.0,2,2
115.537,-22.138,45.0,45.0,2,2
115.537,-21.638,101.0,45.0,4,2
116.037,-34.638,10.0,10.0,1,1
116.037,-34.138,16.0,17.0,2,2
116.037,-33.638,17.0,25.0,2,2
116.037,-33.138,16.0,17.0,2,2
116.037,-32.638,17.0,15.0,2,2
116.037,-32.138,2.0,2.0,0,0
116.037,-31.638,4.0,9.0,0,1
116.037,-31.138,28.0,27.0,2,2
116.037,-30.638,3.0,4.0,0,0
116.037,-30.138,53.0,56.0,3,3
116.037,-29.638,18.0,32.0,2,2
116.037,-29.138,9.0,9.0,1,1
116.037,-28.638,59.0,64.0,3,3
116.037,-28.138,73.0,76.0,3,3
116.037,-27.638,107.0,107.0,4,4
116.037,-27.138,153.0,153.0,4,4
116.037,-26.638,177.0,160.0,4,4
116.037,-26.138,178.0,175.0,4,4
116.037,-25.638,195.0,195.0,4,4
116.037,-25.138,225.0,206.0,4,4
116.037,-24.638,241.0,231.0,4,4
116.037,-24.138,187.0,187.0,4,4
116.037,-23.638,136.0,136.0,4,4
116.037,-23.138,89.0,89.0,3,3
116.037,-22.638,61.0,61.0,3,3
116.037,-22.138,75.0,75.0,3,3
116.037,-21.638,117.0,101.0,4,4
116.037,-21.138,91.0,100.0,3,3
116.537,-34.638,43.0,43.0,2,2
116.537,-34.138,38.0,45.0,2,2
116.537,-33.638,27.0,34.0,2,2
116.537,-33.138,38.0,38.0,2,2
116.537,-32.638,20.0,19.0,2,2
116.537,-32.138,38.0,38.0,2,2
116.537,-31.638,11.0,12.0,2,2
116.537,-31.138,34.0,34.0,2,2
116.537,-30.638,25.0,34.0,2,2
116.537,-30.138,11.0,21.0,2,2
116.537,-29.638,37.0,72.0,2,3
116.537,-29.138,44.0,59.0,2,3
116.537,-28.638,36.0,36.0,2,2
116.537,-28.138,28.0,28.0,2,2
116.537,-27.638,81.0,81.0,3,3
116.537,-27.138,136.0,136.0,4,4
116.537,-26.638,175.0,191.0,4,4
116.537,-26.138,208.0,227.0,4,4
116.537,-25.638,242.0,246.0,4,4
116.537,-25.138,250.0,250.0,4,4
116.537,-24.638,203.0,204.0,4,4
116.537,-24.138,164.0,164.0,4,4
116.537,-23.638,135.0,135.0,4,4
116.537,-23.138,126.0,126.0,4,4
116.537,-22.638,116.0,116.0,4,4
116.537,-22.138,124.0,124.0,4,4
116.537,-21.638,98.0,105.0,3,4
116.537,-21.138,47.0,55.0,2,3
117.037,-34.638,15.0,50.0,2,2
117.037,-34.138,36.0,36.0,2,2
117.037,-33.638,26.0,26.0,2,2
117.037,-33.138,21.0,21.0,2,2
117.037,-32.638,30.0,30.0,2,2
117.037,-32.138,26.0,13.0,2,2
117.037,-31.638,3.0,40.0,0,2
117.037,-31.138,29.0,6.0,2,1
117.037,-30.638,32.0,45.0,2,2
117.037,-30.138,27.0,44.0,2,2
117.037,-29.638,69.0,82.0,3,3
117.037,-29.138,91.0,97.0,3,3
117.037,-28.638,51.0,51.0,3,3
117.037,-28.138,46.0,46.0,2,2
117.037,-27.638,88.0,88.0,3,3
117.037,-27.138,101.0,140.0,4,4
117.037,-26.638,130.0,194.0,4,4
117.037,-26.138,170.0,249.0,4,4
117.037,-25.638,194.0,281.0,4,4
117.037,-25.138,227.0,227.0,4,4
117.037,-24.638,174.0,175.0,4,4
117.037,-24.138,126.0,126.0,4,4
117.037,-23.638,86.0,86.0,3,3
117.037,-23.138,71.0,71.0,3,3
117.037,-22.638,84.0,85.0,3,3
117.037,-22.138,104.0,105.0,4,4
117.037,-21.638,98.0,101.0,3,4
117.037,-21.138,43.0,48.0,2,2
117.537,-34.638,14.0,41.0,2,2
117.537,-34.138,49.0,50.0,2,2
117.537,-33.638,6.0,6.0,1,1
117.537,-33.138,29.0,28.0,2,2
117.537,-32.638,16.0,51.0,2,3
117.537,-32.138,21.0,21.0,2,2
117.537,-31.638,21.0,44.0,2,2
117.537,-31.138,18.0,18.0,2,2
117.537,-30.638,22.0,63.0,2,3
117.537,-30.138,53.0,98.0,3,3
117.537,-29.638,93.0,121.0,3,4
117.537,-29.138,124.0,130.0,4,4
117.537,-28.638,73.0,100.0,3,3
117.537,-28.138,36.0,98.0,2,3
117.537,-27.638,46.0,124.0,2,4
117.537,-27.138,51.0,165.0,3,4
117.537,-26.638,96.0,213.0,3,4
117.537,-26.138,118.0,264.0,4,4
117.537,-25.638,151.0,272.0,4,4
117.537,-25.138,194.0,216.0,4,4
117.537,-24.638,160.0,161.0,4,4
117.537,-24.138,105.0,106.0,4,4
117.537,-23.638,51.0,51.0,3,3
117.537,-23.138,17.0,16.0,2,2
117.537,-22.638,28.0,30.0,2,2
117.537,-22.138,68.0,68.0,3,3
117.537,-21.638,95.0,95.0,3,3
117.537,-21.138,47.0,47.0,2,2
118.037,-34.638,8.0,42.0,1,2
118.037,-34.138,23.0,22.0,2,2
118.037,-33.638,33.0,54.0,2,3
118.037,-33.138,38.0,48.0,2,2
118.037,-32.638,30.0,14.0,2,2
118.037,-32.138,28.0,28.0,2,2
118.037,-31.638,29.0,29.0,2,2
118.037,-31.138,9.0,45.0,1,2
118.037,-30.638,27.0,95.0,2,3
118.037,-30.138,77.0,137.0,3,4
118.037,-29.638,130.0,169.0,4,4
118.037,-29.138,121.0,175.0,4,4
118.037,-28.638,67.0,154.0,3,4
118.037,-28.138,22.0,153.0,2,4
118.037,-27.638,28.0,170.0,2,4
118.037,-27.138,35.0,202.0,2,4
118.037,-26.638,51.0,243.0,3,4
118.037,-26.138,72.0,288.0,3,4
118.037,-25.638,118.0,275.0,4,4
118.037,-25.138,170.0,220.0,4,4
118.037,-24.638,165.0,165.0,4,4
118.037,-24.138,112.0,112.0,4,4
118.037,-23.638,63.0,64.0,3,3
118.037,-23.138,41.0,41.0,2,2
118.037,-22.638,29.0,27.0,2,2
118.037,-22.138,68.0,67.0,3,3
118.037,-21.638,92.0,92.0,3,3
118.037,-21.138,40.0,40.0,2,2
118.037,-20.638,32.0,32.0,2,2
118.537,-34.638,18.0,58.0,2,3
118.537,-34.138,38.0,37.0,2,2
118.537,-33.638,54.0,54.0,3,3
118.537,-33.138,9.0,9.0,1,1
118.537,-32.638,34.0,42.0,2,2
118.537,-32.138,50.0,50.0,2,2
118.537,-31.638,32.0,34.0,2,2
118.537,-31.138,31.0,47.0,2,2
118.537,-30.638,48.0,98.0,2,3
118.537,-30.138,94.0,150.0,3,4
118.537,-29.638,147.0,198.0,4,4
118.537,-29.138,142.0,224.0,4,4
118.537,-28.638,100.0,209.0,3,4
118.537,-28.138,77.0,208.0,3,4
118.537,-27.638,75.0,221.0,3,4
118.537,-27.138,60.0,246.0,3,4
118.537,-26.638,7.0,279.0,1,4
118.537,-26.138,51.0,311.0,3,4
118.537,-25.638,106.0,288.0,4,4
118.537,-25.138,128.0,236.0,4,4
118.537,-24.638,119.0,187.0,4,4
118.537,-24.138,135.0,142.0,4,4
118.537,-23.638,108.0,108.0,4,4
118.537,-23.138,97.0,86.0,3,3
118.537,-22.638,84.0,34.0,3,2
118.537,-22.138,104.0,32.0,4,2
118.537,-21.638,118.0,84.0,4,3
118.537,-21.138,81.0,85.0,3,3
118.537,-20.638,26.0,31.0,2,2
119.037,-34.138,26.0,25.0,2,2
119.037,-33.638,36.0,36.0,2,2
119.037,-33.138,5.0,64.0,0,3
119.037,-32.638,28.0,28.0,2,2
119.037,-32.138,39.0,39.0,2,2
119.037,-31.638,49.0,56.0,2,3
119.037,-31.138,34.0,34.0,2,2
119.037,-30.638,74.0,73.0,3,3
119.037,-30.138,126.0,126.0,4,4
119.037,-29.638,170.0,180.0,4,4
119.037,-29.138,178.0,230.0,4,4
119.037,-28.638,147.0,202.0,4,4
119.037,-28.138,132.0,187.0,4,4
119.037,-27.638,129.0,187.0,4,4
119.037,-27.138,85.0,204.0,3,4
119.037,-26.638,60.0,233.0,3,4
119.037,-26.138,79.0,271.0,3,4
119.037,-25.638,121.0,311.0,4,4
119.037,-25.138,79.0,264.0,3,4
119.037,-24.638,64.0,221.0,3,4
119.037,-24.138,90.0,185.0,3,4
119.037,-23.638,83.0,146.0,3,4
119.037,-23.138,82.0,93.0,3,3
119.037,-22.638,112.0,48.0,4,2
119.037,-22.138,133.0,47.0,4,2
119.037,-21.638,95.0,91.0,3,3
119.037,-21.138,80.0,96.0,3,3
119.037,-20.638,54.0,53.0,3,3
119.037,-20.138,52.0,52.0,3,3
119.537,-34.138,33.0,34.0,2,2
119.537,-33.638,57.0,57.0,3,3
119.537,-33.138,18.0,75.0,2,3
119.537,-32.638,53.0,78.0,3,3
119.537,-32.138,82.0,82.0,3,3
119.537,-31.638,40.0,51.0,2,3
119.537,-31.138,22.0,25.0,2,2
119.537,-30.638,70.0,70.0,3,3
119.537,-30.138,124.0,124.0,4,4
119.537,-29.638,166.0,179.0,4,4
119.537,-29.138,177.0,188.0,4,4
119.537,-28.638,152.0,152.0,4,4
119.537,-28.138,132.0,132.0,4,4
119.537,-27.638,133.0,133.0,4,4
119.537,-27.138,131.0,155.0,4,4
119.537,-26.638,116.0,192.0,4,4
119.537,-26.138,126.0,236.0,4,4
119.537,-25.638,104.0,284.0,4,4
119.537,-25.138,48.0,300.0,2,4
119.537,-24.638,11.0,262.0,2,4
119.537,-24.138,64.0,218.0,3,4
119.537,-23.638,36.0,169.0,2,4
119.537,-23.138,33.0,127.0,2,4
119.537,-22.638,83.0,99.0,3,3
119.537,-22.138,110.0,98.0,4,3
119.537,-21.638,57.0,125.0,3,4
119.537,-21.138,24.0,125.0,2,4
119.537,-20.638,64.0,73.0,3,3
119.537,-20.138,104.0,34.0,4,2
120.037,-33.638,6.0,6.0,1,1
120.037,-33.138,39.0,49.0,2,2
120.037,-32.638,63.0,105.0,3,4
120.037,-32.138,103.0,98.0,4,3
120.037,-31.638,57.0,42.0,3,2
120.037,-31.138,46.0,14.0,2,2
120.037,-30.638,85.0,69.0,3,3
120.037,-30.138,121.0,125.0,4,4
120.037,-29.638,111.0,181.0,4,4
120.037,-29.138,126.0,155.0,4,4
120.037,-28.638,109.0,109.0,4,4
120.037,-28.138,78.0,78.0,3,3
120.037,-27.638,80.0,80.0,3,3
120.037,-27.138,114.0,113.0,4,4
120.037,-26.638,160.0,160.0,4,4
120.037,-26.138,166.0,211.0,4,4
120.037,-25.638,114.0,264.0,4,4
120.037,-25.138,67.0,318.0,3,4
120.037,-24.638,48.0,293.0,2,4
120.037,-24.138,80.0,247.0,3,4
120.037,-23.638,34.0,205.0,2,4
120.037,-23.138,41.0,172.0,2,4
120.037,-22.638,86.0,153.0,3,4
120.037,-22.138,112.0,152.0,4,4
120.037,-21.638,61.0,171.0,3,4
120.037,-21.138,32.0,123.0,2,4
120.037,-20.638,68.0,69.0,3,3
120.037,-20.138,120.0,25.0,4,2
120.537,-33.638,37.0,37.0,2,2
120.537,-33.138,73.0,73.0,3,3
120.537,-32.638,107.0,118.0,4,4
120.537,-32.138,136.0,113.0,4,4
120.537,-31.638,103.0,71.0,4,3
120.537,-31.138,72.0,59.0,3,3
120.537,-30.638,78.0,78.0,3,3
120.537,-30.138,74.0,114.0,3,4
120.537,-29.638,55.0,162.0,3,4
120.537,-29.138,82.0,137.0,3,4
120.537,-28.638,82.0,83.0,3,3
120.537,-28.138,31.0,31.0,2,2
120.537,-27.638,36.0,36.0,2,2
120.537,-27.138,89.0,88.0,3,3
120.537,-26.638,143.0,143.0,4,4
120.537,-26.138,190.0,199.0,4,4
120.537,-25.638,146.0,254.0,4,4
120.537,-25.138,114.0,310.0,4,4
120.537,-24.638,104.0,325.0,4,4
120.537,-24.138,112.0,284.0,4,4
120.537,-23.638,85.0,249.0,3,4
120.537,-23.138,89.0,222.0,3,4
120.537,-22.638,119.0,208.0,4,4
120.537,-22.138,138.0,207.0,4,4
120.537,-21.638,102.0,193.0,4,4
120.537,-21.138,88.0,144.0,3,4
120.537,-20.638,106.0,99.0,4,3
120.537,-20.138,74.0,45.0,3,2
121.037,-33.638,21.0,21.0,2,2
121.037,-33.138,66.0,66.0,3,3
121.037,-32.638,77.0,96.0,3,3
121.037,-32.138,83.0,83.0,3,3
121.037,-31.638,62.0,77.0,3,3
121.037,-31.138,25.0,25.0,2,2
121.037,-30.638,38.0,38.0,2,2
121.037,-30.138,50.0,83.0,2,3
121.037,-29.638,6.0,133.0,1,4
121.037,-29.138,43.0,141.0,2,4
121.037,-28.638,43.0,89.0,2,3
121.037,-28.138,45.0,45.0,2,2
121.037,-27.638,49.0,49.0,2,2
121.037,-27.138,94.0,94.0,3,3
121.037,-26.638,147.0,147.0,4,4
121.037,-26.138,202.0,201.0,4,4
121.037,-25.638,190.0,256.0,4,4
121.037,-25.138,166.0,311.0,4,4
121.037,-24.638,159.0,363.0,4,4
121.037,-24.138,158.0,327.0,4,4
121.037,-23.638,139.0,297.0,4,4
121.037,-23.138,142.0,275.0,4,4
121.037,-22.638,165.0,263.0,4,4
121.037,-22.138,179.0,263.0,4,4
121.037,-21.638,152.0,208.0,4,4
121.037,-21.138,143.0,152.0,4,4
121.037,-20.638,97.0,97.0,3,3
121.037,-20.138,42.0,41.0,2,2
121.037,-19.638,16.0,16.0,2,2
121.537,-33.638,31.0,45.0,2,2
121.537,-33.138,21.0,88.0,2,3
121.537,-32.638,40.0,56.0,2,3
121.537,-32.138,27.0,27.0,2,2
121.537,-31.638,16.0,68.0,2,3
121.537,-31.138,14.0,42.0,2,2
121.537,-30.638,14.0,14.0,2,2
121.537,-30.138,68.0,68.0,3,3
121.537,-29.638,57.0,124.0,3,4
121.537,-29.138,36.0,165.0,2,4
121.537,-28.638,36.0,123.0,2,4
121.537,-28.138,86.0,97.0,3,3
121.537,-27.638,98.0,98.0,3,3
121.537,-27.138,127.0,127.0,4,4
121.537,-26.638,170.0,170.0,4,4
121.537,-26.138,219.0,219.0,4,4
121.537,-25.638,238.0,270.0,4,4
121.537,-25.138,220.0,323.0,4,4
121.537,-24.638,215.0,376.0,4,4
121.537,-24.138,208.0,373.0,4,4
121.537,-23.638,195.0,347.0,4,4
121.537,-23.138,197.0,328.0,4,4
121.537,-22.638,214.0,318.0,4,4
121.537,-22.138,226.0,268.0,4,4
121.537,-21.638,205.0,214.0,4,4
121.537,-21.138,160.0,160.0,4,4
121.537,-20.638,109.0,109.0,4,4
121.537,-20.138,64.0,64.0,3,3
121.537,-19.638,52.0,52.0,3,3
121.537,-19.138,86.0,76.0,3,3
122.037,-33.638,25.0,28.0,2,2
122.037,-33.138,47.0,80.0,2,3
122.037,-32.638,57.0,57.0,3,3
122.037,-32.138,29.0,29.0,2,2
122.037,-31.638,53.0,68.0,3,3
122.037,-31.138,43.0,76.0,2,3
122.037,-30.638,63.0,64.0,3,3
122.037,-30.138,93.0,93.0,3,3
122.037,-29.638,112.0,139.0,4,4
122.037,-29.138,70.0,190.0,3,4
122.037,-28.638,40.0,169.0,2,4
122.037,-28.138,67.0,151.0,3,4
122.037,-27.638,117.0,152.0,4,4
122.037,-27.138,170.0,172.0,4,4
122.037,-26.638,206.0,206.0,4,4
122.037,-26.138,248.0,248.0,4,4
122.037,-25.638,289.0,294.0,4,4
122.037,-25.138,275.0,343.0,4,4
122.037,-24.638,271.0,394.0,4,4
122.037,-24.138,261.0,421.0,4,4
122.037,-23.638,250.0,398.0,4,4
122.037,-23.138,252.0,382.0,4,4
122.037,-22.638,265.0,336.0,4,4
122.037,-22.138,276.0,284.0,4,4
122.037,-21.638,233.0,233.0,4,4
122.037,-21.138,185.0,185.0,4,4
122.037,-20.638,143.0,143.0,4,4
122.037,-20.138,113.0,113.0,4,4
122.037,-19.638,106.0,106.0,4,4
122.037,-19.138,127.0,73.0,4,3
122.037,-18.638,77.0,28.0,3,2
122.537,-33.638,73.0,74.0,3,3
122.537,-33.138,99.0,106.0,3,4
122.537,-32.638,98.0,98.0,3,3
122.537,-32.138,84.0,84.0,3,3
122.537,-31.638,104.0,105.0,4,4
122.537,-31.138,99.0,126.0,3,4
122.537,-30.638,117.0,119.0,4,4
122.537,-30.138,137.0,137.0,4,4
122.537,-29.638,114.0,171.0,4,4
122.537,-29.138,59.0,215.0,3,4
122.537,-28.638,15.0,220.0,2,4
122.537,-28.138,56.0,206.0,3,4
122.537,-27.638,111.0,207.0,4,4
122.537,-27.138,166.0,222.0,4,4
122.537,-26.638,222.0,249.0,4,4
122.537,-26.138,277.0,285.0,4,4
122.537,-25.638,326.0,326.0,4,4
122.537,-25.138,330.0,371.0,4,4
122.537,-24.638,326.0,418.0,4,4
122.537,-24.138,314.0,468.0,4,4
122.537,-23.638,306.0,451.0,4,4
122.537,-23.138,307.0,408.0,4,4
122.537,-22.638,318.0,358.0,4,4
122.537,-22.138,309.0,309.0,4,4
122.537,-21.638,263.0,263.0,4,4
122.537,-21.138,222.0,222.0,4,4
122.537,-20.638,188.0,188.0,4,4
122.537,-20.138,166.0,166.0,4,4
122.537,-19.638,162.0,148.0,4,4
122.537,-19.138,135.0,103.0,4,4
122.537,-18.638,82.0,61.0,3,3
122.537,-18.138,39.0,38.0,2,2
122.537,-17.638,48.0,48.0,2,2
122.537,-17.138,97.0,95.0,3,3
123.037,-33.638,128.0,128.0,4,4
123.037,-33.138,109.0,109.0,4,4
123.037,-32.638,72.0,72.0,3,3
123.037,-32.138,69.0,69.0,3,3
123.037,-31.638,102.0,102.0,4,4
123.037,-31.138,150.0,150.0,4,4
123.037,-30.638,166.0,175.0,4,4
123.037,-30.138,183.0,187.0,4,4
123.037,-29.638,133.0,214.0,4,4
123.037,-29.138,91.0,250.0,3,4
123.037,-28.638,71.0,273.0,3,4
123.037,-28.138,89.0,262.0,3,4
123.037,-27.638,131.0,262.0,4,4
123.037,-27.138,180.0,274.0,4,4
123.037,-26.638,232.0,297.0,4,4
123.037,-26.138,286.0,327.0,4,4
123.037,-25.638,340.0,363.0,4,4
123.037,-25.138,385.0,404.0,4,4
123.037,-24.638,382.0,448.0,4,4
123.037,-24.138,368.0,494.0,4,4
123.037,-23.638,361.0,482.0,4,4
123.037,-23.138,362.0,433.0,4,4
123.037,-22.638,372.0,386.0,4,4
123.037,-22.138,341.0,341.0,4,4
123.037,-21.638,300.0,300.0,4,4
123.037,-21.138,265.0,265.0,4,4
123.037,-20.638,237.0,237.0,4,4
123.037,-20.138,220.0,220.0,4,4
123.037,-19.638,207.0,180.0,4,4
123.037,-19.138,159.0,139.0,4,4
123.037,-18.638,117.0,112.0,4,4
123.037,-18.138,83.0,91.0,3,3
123.037,-17.638,69.0,75.0,3,3
123.037,-17.138,69.0,66.0,3,3
123.537,-33.638,143.0,143.0,4,4
123.537,-33.138,88.0,88.0,3,3
123.537,-32.638,33.0,33.0,2,2
123.537,-32.138,25.0,25.0,2,2
123.537,-31.638,80.0,80.0,3,3
123.537,-31.138,135.0,135.0,4,4
123.537,-30.638,191.0,191.0,4,4
123.537,-30.138,211.0,240.0,4,4
123.537,-29.638,169.0,261.0,4,4
123.537,-29.138,139.0,292.0,4,4
123.537,-28.638,126.0,326.0,4,4
123.537,-28.138,138.0,317.0,4,4
123.537,-27.638,168.0,318.0,4,4
123.537,-27.138,208.0,328.0,4,4
123.537,-26.638,255.0,347.0,4,4
123.537,-26.138,304.0,373.0,4,4
123.537,-25.638,356.0,405.0,4,4
123.537,-25.138,408.0,442.0,4,4
123.537,-24.638,437.0,483.0,4,4
123.537,-24.138,423.0,493.0,4,4
123.537,-23.638,417.0,479.0,4,4
123.537,-23.138,418.0,463.0,4,4
123.537,-22.638,420.0,420.0,4,4
123.537,-22.138,379.0,379.0,4,4
123.537,-21.638,343.0,343.0,4,4
123.537,-21.138,312.0,312.0,4,4
123.537,-20.638,289.0,289.0,4,4
123.537,-20.138,269.0,258.0,4,4
123.537,-19.638,213.0,218.0,4,4
123.537,-19.138,158.0,185.0,4,4
123.537,-18.638,102.0,148.0,4,4
123.537,-18.138,48.0,93.0,2,3
123.537,-17.638,16.0,38.0,2,2
123.537,-16.638,75.0,73.0,3,3
124.037,-33.138,99.0,99.0,3,3
124.037,-32.638,57.0,57.0,3,3
124.037,-32.138,52.0,52.0,3,3
124.037,-31.638,92.0,92.0,3,3
124.037,-31.138,143.0,143.0,4,4
124.037,-30.638,196.0,196.0,4,4
124.037,-30.138,248.0,251.0,4,4
124.037,-29.638,214.0,306.0,4,4
124.037,-29.138,191.0,337.0,4,4
124.037,-28.638,182.0,370.0,4,4
124.037,-28.138,190.0,373.0,4,4
124.037,-27.638,213.0,373.0,4,4
124.037,-27.138,246.0,382.0,4,4
