Longitude,Latitude,DistanceToPetrol,DistanceToEV,PetrolDistanceBin,EVDistanceBin
144.537,-24.138,18.0,84.0,2,3
144.537,-23.638,38.0,39.0,2,2
144.537,-23.138,46.0,47.0,2,2
144.537,-22.638,5.0,95.0,0,3
144.537,-22.138,51.0,149.0,3,4
144.537,-21.638,96.0,96.0,3,3
144.537,-21.138,50.0,50.0,2,2
144.537,-20.638,44.0,44.0,2,2
144.537,-20.138,87.0,87.0,3,3
144.537,-19.638,84.0,139.0,3,4
144.537,-19.138,29.0,192.0,2,4
144.537,-18.638,27.0,171.0,2,4
144.537,-18.138,24.0,156.0,2,4
144.537,-17.638,54.0,158.0,3,4
144.537,-17.138,2.0,117.0,0,4
144.537,-16.638,58.0,92.0,3,3
144.537,-16.138,27.0,98.0,2,3
144.537,-15.638,12.0,130.0,2,4
144.537,-15.138,49.0,174.0,2,4
144.537,-14.638,97.0,223.0,3,4
145.037,-41.638,43.0,59.0,2,3
145.037,-41.138,33.0,64.0,2,3
145.037,-37.638,2.0,5.0,0,0
145.037,-37.138,7.0,7.0,1,1
145.037,-36.638,20.0,30.0,2,2
145.037,-36.138,16.0,32.0,2,2
145.037,-35.638,14.0,14.0,2,2
145.037,-35.138,43.0,45.0,2,2
145.037,-34.638,26.0,26.0,2,2
145.037,-34.138,47.0,47.0,2,2
145.037,-33.638,58.0,99.0,3,3
145.037,-33.138,68.0,154.0,3,4
145.037,-32.638,87.0,155.0,3,4
145.037,-32.138,101.0,114.0,4,4
145.037,-31.638,86.0,90.0,3,3
145.037,-31.138,97.0,98.0,3,3
145.037,-30.638,117.0,117.0,4,4
145.037,-30.138,101.0,100.0,4,3
145.037,-29.638,103.0,112.0,4,4
145.037,-29.138,77.0,146.0,3,4
145.037,-28.638,86.0,190.0,3,4
145.037,-28.138,73.0,234.0,3,4
145.037,-27.638,87.0,191.0,3,4
145.037,-27.138,73.0,156.0,3,4
145.037,-26.638,48.0,136.0,2,4
145.037,-26.138,74.0,138.0,3,4
145.037,-25.638,122.0,143.0,4,4
145.037,-25.138,93.0,93.0,3,3
145.037,-24.638,53.0,53.0,3,3
145.037,-24.138,58.0,57.0,3,3
145.037,-23.638,28.0,29.0,2,2
145.037,-23.138,29.0,54.0,2,3
145.037,-22.638,44.0,106.0,2,4
145.037,-22.138,74.0,160.0,3,4
145.037,-21.638,119.0,129.0,4,4
145.037,-21.138,79.0,99.0,3,3
145.037,-20.638,42.0,96.0,2,3
145.037,-20.138,59.0,122.0,3,4
145.037,-19.638,71.0,144.0,3,4
145.037,-19.138,16.0,140.0,2,4
145.037,-18.638,41.0,118.0,2,4
145.037,-18.138,52.0,101.0,3,4
145.037,-17.638,9.0,104.0,1,4
145.037,-17.138,8.0,82.0,1,3
145.037,-16.638,16.0,39.0,2,2
145.037,-16.138,29.0,51.0,2,3
145.037,-15.638,28.0,99.0,2,3
145.037,-15.138,19.0,153.0,2,4
145.537,-42.638,59.0,59.0,3,3
145.537,-42.138,7.0,7.0,1,1
145.537,-41.638,14.0,22.0,2,2
145.537,-41.138,20.0,34.0,2,2
145.537,-38.138,9.0,22.0,1,2
145.537,-37.638,2.0,16.0,0,2
145.537,-37.138,10.0,10.0,1,1
145.537,-36.638,13.0,13.0,2,2
145.537,-36.138,12.0,31.0,2,2
145.537,-35.638,4.0,38.0,0,2
145.537,-35.138,32.0,32.0,2,2
145.537,-34.638,43.0,79.0,2,3
145.537,-34.138,26.0,88.0,2,3
145.537,-33.638,16.0,124.0,2,4
145.537,-33.138,39.0,171.0,2,4
145.537,-32.638,95.0,131.0,3,4
145.537,-32.138,78.0,79.0,3,3
145.537,-31.638,36.0,37.0,2,2
145.537,-31.138,51.0,52.0,3,3
145.537,-30.638,75.0,76.0,3,3
145.537,-30.138,45.0,45.0,2,2
145.537,-29.638,67.0,67.0,3,3
145.537,-29.138,24.0,115.0,2,4
145.537,-28.638,46.0,167.0,2,4
145.537,-28.138,18.0,207.0,2,4
145.537,-27.638,50.0,157.0,2,4
145.537,-27.138,55.0,112.0,3,4
145.537,-26.638,8.0,82.0,1,3
145.537,-26.138,57.0,84.0,3,3
145.537,-25.638,113.0,117.0,4,4
145.537,-25.138,79.0,80.0,3,3
145.537,-24.638,24.0,25.0,2,2
145.537,-24.138,33.0,33.0,2,2
145.537,-23.638,29.0,29.0,2,2
145.537,-23.138,37.0,54.0,2,3
145.537,-22.638,50.0,106.0,2,4
145.537,-22.138,99.0,160.0,3,4
145.537,-21.638,125.0,173.0,4,4
145.537,-21.138,70.0,144.0,3,4
145.537,-20.638,20.0,103.0,2,4
145.537,-20.138,46.0,81.0,2,3
145.537,-19.638,94.0,94.0,3,3
145.537,-19.138,63.0,85.0,3,3
145.537,-18.638,67.0,69.0,3,3
145.537,-18.138,47.0,49.0,2,2
145.537,-17.638,6.0,54.0,1,3
145.537,-17.138,9.0,36.0,1,2
145.537,-16.638,14.0,15.0,2,2
146.037,-43.138,99.0,78.0,3,3
146.037,-42.638,60.0,60.0,3,3
146.037,-42.138,22.0,21.0,2,2
146.037,-41.638,42.0,13.0,2,2
146.037,-41.138,5.0,17.0,0,2
146.037,-38.638,7.0,48.0,1,2
146.037,-38.138,7.0,23.0,1,2
146.037,-37.638,35.0,62.0,2,3
146.037,-37.138,11.0,37.0,2,2
146.037,-36.638,11.0,32.0,2,2
146.037,-36.138,13.0,15.0,2,2
146.037,-35.638,17.0,41.0,2,2
146.037,-35.138,33.0,42.0,2,2
146.037,-34.638,7.0,58.0,1,3
146.037,-34.138,15.0,89.0,2,3
146.037,-33.638,34.0,134.0,2,4
146.037,-33.138,41.0,157.0,2,4
146.037,-32.638,82.0,129.0,3,4
146.037,-32.138,75.0,75.0,3,3
146.037,-31.638,27.0,27.0,2,2
146.037,-31.138,46.0,46.0,2,2
146.037,-30.638,35.0,62.0,2,3
146.037,-30.138,11.0,13.0,2,2
146.037,-29.638,51.0,51.0,3,3
146.037,-29.138,39.0,106.0,2,4
146.037,-28.638,55.0,162.0,3,4
146.037,-28.138,38.0,193.0,2,4
146.037,-27.638,61.0,138.0,3,4
146.037,-27.138,84.0,84.0,3,3
146.037,-26.638,35.0,34.0,2,2
146.037,-26.138,37.0,38.0,2,2
146.037,-25.638,64.0,89.0,3,3
146.037,-25.138,38.0,102.0,2,4
146.037,-24.638,37.0,68.0,2,3
146.037,-24.138,70.0,71.0,3,3
146.037,-23.638,67.0,84.0,3,3
146.037,-23.138,88.0,95.0,3,3
146.037,-22.638,96.0,132.0,3,4
146.037,-22.138,128.0,178.0,4,4
146.037,-21.638,143.0,177.0,4,4
146.037,-21.138,99.0,122.0,3,4
146.037,-20.638,65.0,68.0,3,3
146.037,-20.138,25.0,26.0,2,2
146.037,-19.638,55.0,54.0,3,3
146.037,-19.138,35.0,34.0,2,2
146.037,-18.638,13.0,42.0,2,2
146.037,-18.138,12.0,14.0,2,2
146.037,-17.638,6.0,13.0,1,2
146.537,-43.138,43.0,43.0,2,2
146.537,-42.638,26.0,17.0,2,2
146.537,-42.138,34.0,23.0,2,2
146.537,-41.638,18.0,18.0,2,2
146.537,-38.638,11.0,17.0,2,2
146.537,-38.138,6.0,6.0,1,1
146.537,-37.638,47.0,47.0,2,2
146.537,-37.138,44.0,65.0,2,3
146.537,-36.638,20.0,25.0,2,2
146.537,-36.138,12.0,22.0,2,2
146.537,-35.638,21.0,53.0,2,3
146.537,-35.138,22.0,44.0,2,2
146.537,-34.638,12.0,12.0,2,2
146.537,-34.138,17.0,68.0,2,3
146.537,-33.638,28.0,81.0,2,3
146.537,-33.138,25.0,115.0,2,4
146.537,-32.638,75.0,140.0,3,4
146.537,-32.138,71.0,97.0,3,3
146.537,-31.638,24.0,74.0,2,3
146.537,-31.138,49.0,87.0,2,3
146.537,-30.638,29.0,83.0,2,3
146.537,-30.138,41.0,41.0,2,2
146.537,-29.638,51.0,51.0,3,3
146.537,-29.138,93.0,98.0,3,3
146.537,-28.638,101.0,151.0,4,4
146.537,-28.138,93.0,195.0,3,4
146.537,-27.638,105.0,140.0,4,4
146.537,-27.138,88.0,87.0,3,3
146.537,-26.638,42.0,41.0,2,2
146.537,-26.138,39.0,45.0,2,2
146.537,-25.638,18.0,92.0,2,3
146.537,-25.138,42.0,144.0,2,4
146.537,-24.638,41.0,122.0,2,4
146.537,-24.138,56.0,124.0,3,4
146.537,-23.638,11.0,139.0,2,4
146.537,-23.138,58.0,147.0,3,4
146.537,-22.638,113.0,172.0,4,4
146.537,-22.138,144.0,210.0,4,4
146.537,-21.638,171.0,178.0,4,4
146.537,-21.138,120.0,123.0,4,4
146.537,-20.638,68.0,71.0,3,3
146.537,-20.138,20.0,32.0,2,2
146.537,-19.638,34.0,43.0,2,2
146.537,-19.138,11.0,32.0,2,2
147.037,-43.138,5.0,5.0,0,0
147.037,-42.638,16.0,16.0,2,2
147.037,-42.138,39.0,32.0,2,2
147.037,-41.638,10.0,23.0,1,2
147.037,-41.138,14.0,24.0,2,2
147.037,-38.138,3.0,4.0,0,0
147.037,-37.638,37.0,37.0,2,2
147.037,-37.138,46.0,46.0,2,2
147.037,-36.638,13.0,13.0,2,2
147.037,-36.138,3.0,11.0,0,2
147.037,-35.638,3.0,32.0,0,2
147.037,-35.138,12.0,38.0,2,2
147.037,-34.638,17.0,56.0,2,3
147.037,-34.138,23.0,30.0,2,2
147.037,-33.638,7.0,37.0,1,2
147.037,-33.138,13.0,89.0,2,3
147.037,-32.638,51.0,121.0,3,4
147.037,-32.138,58.0,66.0,3,3
147.037,-31.638,19.0,20.0,2,2
147.037,-31.138,49.0,51.0,2,3
147.037,-30.638,75.0,78.0,3,3
147.037,-30.138,28.0,28.0,2,2
147.037,-29.638,41.0,41.0,2,2
147.037,-29.138,94.0,94.0,3,3
147.037,-28.638,132.0,149.0,4,4
147.037,-28.138,141.0,204.0,4,4
147.037,-27.638,137.0,163.0,4,4
147.037,-27.138,82.0,120.0,3,4
147.037,-26.638,27.0,92.0,2,3
147.037,-26.138,32.0,94.0,2,3
147.037,-25.638,52.0,124.0,3,4
147.037,-25.138,88.0,167.0,3,4
147.037,-24.638,91.0,177.0,3,4
147.037,-24.138,70.0,178.0,3,4
147.037,-23.638,44.0,195.0,2,4
147.037,-23.138,72.0,200.0,3,4
147.037,-22.638,70.0,220.0,3,4
147.037,-22.138,100.0,246.0,3,4
147.037,-21.638,117.0,195.0,4,4
147.037,-21.138,111.0,147.0,4,4
147.037,-20.638,90.0,107.0,3,4
147.037,-20.138,54.0,75.0,3,3
147.037,-19.638,16.0,42.0,2,2
147.537,-42.638,13.0,31.0,2,2
147.537,-42.138,13.0,24.0,2,2
147.537,-41.638,25.0,33.0,2,2
147.537,-41.138,3.0,4.0,0,0
147.537,-38.138,33.0,35.0,2,2
147.537,-37.638,23.0,23.0,2,2
147.537,-37.138,7.0,7.0,1,1
147.537,-36.638,21.0,52.0,2,3
147.537,-36.138,29.0,53.0,2,3
147.537,-35.638,26.0,26.0,2,2
147.537,-35.138,4.0,18.0,0,2
147.537,-34.638,21.0,21.0,2,2
147.537,-34.138,17.0,34.0,2,2
147.537,-33.638,45.0,49.0,2,2
147.537,-33.138,31.0,71.0,2,3
147.537,-32.638,3.0,90.0,0,3
147.537,-32.138,25.0,74.0,2,3
147.537,-31.638,30.0,39.0,2,2
147.537,-31.138,60.0,61.0,3,3
147.537,-30.638,26.0,94.0,2,3
147.537,-30.138,40.0,66.0,2,3
147.537,-29.638,54.0,77.0,3,3
147.537,-29.138,59.0,117.0,3,4
147.537,-28.638,77.0,166.0,3,4
147.537,-28.138,91.0,217.0,3,4
147.537,-27.638,124.0,184.0,4,4
147.537,-27.138,87.0,155.0,3,4
147.537,-26.638,51.0,142.0,3,4
147.537,-26.138,55.0,148.0,3,4
147.537,-25.638,97.0,168.0,3,4
147.537,-25.138,128.0,202.0,4,4
147.537,-24.638,84.0,228.0,3,4
147.537,-24.138,61.0,207.0,3,4
147.537,-23.638,28.0,200.0,2,4
147.537,-23.138,36.0,208.0,2,4
147.537,-22.638,22.0,224.0,2,4
147.537,-22.138,57.0,210.0,3,4
147.537,-21.638,67.0,180.0,3,4
147.537,-21.138,68.0,142.0,3,4
147.537,-20.638,35.0,105.0,2,4
147.537,-20.138,42.0,64.0,2,3
147.537,-19.638,14.0,16.0,2,2
148.037,-42.138,4.0,5.0,0,0
148.037,-41.638,18.0,8.0,2,1
148.037,-41.138,20.0,26.0,2,2
148.037,-40.138,3.0,116.0,0,4
148.037,-37.638,24.0,28.0,2,2
148.037,-37.138,50.0,50.0,2,2
148.037,-36.638,48.0,69.0,2,3
148.037,-36.138,13.0,72.0,2,3
148.037,-35.638,15.0,52.0,2,3
148.037,-35.138,9.0,17.0,1,2
148.037,-34.638,0.0,38.0,0,2
148.037,-34.138,30.0,35.0,2,2
148.037,-33.638,27.0,58.0,2,3
148.037,-33.138,14.0,15.0,2,2
148.037,-32.638,20.0,58.0,2,3
148.037,-32.138,13.0,65.0,2,3
148.037,-31.638,23.0,93.0,2,3
148.037,-31.138,43.0,105.0,2,4
148.037,-30.638,43.0,69.0,2,3
148.037,-30.138,15.0,16.0,2,2
148.037,-29.638,24.0,43.0,2,2
148.037,-29.138,33.0,99.0,2,3
148.037,-28.638,22.0,154.0,2,4
148.037,-28.138,54.0,194.0,3,4
148.037,-27.638,75.0,146.0,3,4
148.037,-27.138,73.0,106.0,3,4
148.037,-26.638,18.0,86.0,2,3
148.037,-26.138,39.0,99.0,2,3
148.037,-25.638,63.0,135.0,3,4
148.037,-25.138,98.0,182.0,3,4
148.037,-24.638,58.0,182.0,3,4
148.037,-24.138,6.0,154.0,1,4
148.037,-23.638,18.0,144.0,2,4
148.037,-23.138,7.0,155.0,1,4
148.037,-22.638,35.0,173.0,2,4
148.037,-22.138,8.0,155.0,1,4
148.037,-21.638,34.0,139.0,2,4
148.037,-21.138,24.0,102.0,2,4
148.037,-20.638,23.0,66.0,2,3
148.037,-20.138,20.0,27.0,2,2
148.537,-37.638,11.0,12.0,2,2
148.537,-37.138,46.0,64.0,2,3
148.537,-36.638,26.0,26.0,2,2
148.537,-36.138,30.0,32.0,2,2
148.537,-35.638,28.0,64.0,2,3
148.537,-35.138,21.0,42.0,2,2
148.537,-34.638,23.0,31.0,2,2
148.537,-34.138,32.0,33.0,2,2
148.537,-33.638,12.0,27.0,2,2
148.537,-33.138,18.0,41.0,2,2
148.537,-32.638,18.0,44.0,2,2
148.537,-32.138,11.0,15.0,2,2
148.537,-31.638,15.0,69.0,2,3
148.537,-31.138,23.0,84.0,2,3
148.537,-30.638,39.0,83.0,2,3
148.537,-30.138,48.0,49.0,2,2
148.537,-29.638,11.0,63.0,2,3
148.537,-29.138,45.0,109.0,2,4
148.537,-28.638,35.0,161.0,2,4
148.537,-28.138,12.0,177.0,2,4
148.537,-27.638,44.0,122.0,2,4
148.537,-27.138,59.0,70.0,3,3
148.537,-26.638,27.0,31.0,2,2
148.537,-26.138,33.0,57.0,2,3
148.537,-25.638,23.0,109.0,2,4
148.537,-25.138,78.0,163.0,3,4
148.537,-24.638,75.0,141.0,3,4
148.537,-24.138,49.0,104.0,2,4
148.537,-23.638,39.0,89.0,2,3
148.537,-23.138,24.0,105.0,2,4
148.537,-22.638,21.0,127.0,2,4
148.537,-22.138,32.0,101.0,2,4
148.537,-21.638,17.0,91.0,2,3
148.537,-21.138,14.0,72.0,2,3
148.537,-20.638,10.0,27.0,1,2
148.537,-20.138,19.0,29.0,2,2
149.037,-37.638,15.0,15.0,2,2
149.037,-37.138,15.0,49.0,2,2
149.037,-36.638,37.0,46.0,2,2
149.037,-36.138,12.0,14.0,2,2
149.037,-35.638,13.0,24.0,2,2
149.037,-35.138,7.0,8.0,1,1
149.037,-34.638,25.0,27.0,2,2
149.037,-34.138,14.0,48.0,2,2
149.037,-33.638,4.0,40.0,0,2
149.037,-33.138,15.0,18.0,2,2
149.037,-32.638,10.0,14.0,1,2
149.037,-32.138,3.0,48.0,0,2
149.037,-31.638,41.0,48.0,2,2
149.037,-31.138,21.0,31.0,2,2
149.037,-30.638,35.0,76.0,2,3
149.037,-30.138,8.0,103.0,1,4
149.037,-29.638,52.0,111.0,3,4
149.037,-29.138,18.0,142.0,2,4
149.037,-28.638,38.0,185.0,2,4
149.037,-28.138,34.0,176.0,2,4
149.037,-27.638,54.0,121.0,3,4
149.037,-27.138,4.0,68.0,0,3
149.037,-26.638,23.0,26.0,2,2
149.037,-26.138,54.0,55.0,3,3
149.037,-25.638,57.0,107.0,3,4
149.037,-25.138,69.0,162.0,3,4
149.037,-24.638,29.0,115.0,2,4
149.037,-24.138,56.0,64.0,3,3
149.037,-23.638,7.0,33.0,1,2
149.037,-23.138,50.0,66.0,2,3
149.037,-22.638,41.0,91.0,2,3
149.037,-22.138,49.0,49.0,2,2
149.037,-21.638,31.0,51.0,2,3
149.037,-21.138,4.0,16.0,0,2
149.537,-37.638,26.0,44.0,2,2
149.537,-37.138,26.0,38.0,2,2
149.537,-36.638,23.0,34.0,2,2
149.537,-36.138,44.0,46.0,2,2
149.537,-35.638,36.0,53.0,2,3
149.537,-35.138,15.0,42.0,2,2
149.537,-34.638,21.0,24.0,2,2
149.537,-34.138,21.0,71.0,2,3
149.537,-33.638,17.0,24.0,2,2
149.537,-33.138,27.0,32.0,2,2
149.537,-32.638,7.0,7.0,1,1
149.537,-32.138,20.0,51.0,2,3
149.537,-31.638,29.0,49.0,2,2
149.537,-31.138,32.0,33.0,2,2
149.537,-30.638,41.0,77.0,2,3
149.537,-30.138,15.0,123.0,2,4
149.537,-29.638,31.0,164.0,2,4
149.537,-29.138,13.0,186.0,2,4
149.537,-28.638,50.0,216.0,2,4
149.537,-28.138,89.0,181.0,3,4
149.537,-27.638,51.0,132.0,3,4
149.537,-27.138,43.0,90.0,2,3
149.537,-26.638,18.0,72.0,2,3
149.537,-26.138,47.0,92.0,2,3
149.537,-25.638,29.0,132.0,2,4
149.537,-25.138,62.0,168.0,3,4
149.537,-24.638,28.0,113.0,2,4
149.537,-24.138,49.0,59.0,2,3
149.537,-23.638,17.0,23.0,2,2
149.537,-23.138,53.0,56.0,3,3
149.537,-22.638,44.0,49.0,2,2
149.537,-22.138,29.0,29.0,2,2
150.037,-36.138,6.0,14.0,1,2
150.037,-35.638,17.0,17.0,2,2
150.037,-35.138,43.0,47.0,2,2
150.037,-34.638,8.0,10.0,1,1
150.037,-34.138,38.0,54.0,2,3
150.037,-33.638,18.0,23.0,2,2
150.037,-33.138,6.0,40.0,1,2
150.037,-32.638,19.0,50.0,2,2
150.037,-32.138,35.0,71.0,2,3
150.037,-31.638,40.0,77.0,2,3
150.037,-31.138,29.0,30.0,2,2
150.037,-30.638,8.0,45.0,1,2
150.037,-30.138,34.0,97.0,2,3
150.037,-29.638,26.0,121.0,2,4
150.037,-29.138,42.0,139.0,2,4
150.037,-28.638,31.0,174.0,2,4
150.037,-28.138,51.0,166.0,3,4
150.037,-27.638,38.0,111.0,2,4
150.037,-27.138,26.0,57.0,2,3
150.037,-26.638,16.0,17.0,2,2
150.037,-26.138,9.0,59.0,1,3
150.037,-25.638,27.0,114.0,2,4
150.037,-25.138,22.0,169.0,2,4
150.037,-24.638,11.0,135.0,2,4
150.037,-24.138,31.0,96.0,2,3
150.037,-23.638,35.0,60.0,2,3
150.037,-23.138,36.0,36.0,2,2
150.037,-22.638,24.0,24.0,2,2
150.037,-22.138,0.0,74.0,0,3
150.537,-35.138,6.0,33.0,1,2
150.537,-34.638,8.0,22.0,1,2
150.537,-34.138,7.0,9.0,1,1
150.537,-33.638,6.0,14.0,1,2
150.537,-33.138,32.0,56.0,2,3
150.537,-32.638,32.0,39.0,2,2
150.537,-32.138,20.0,38.0,2,2
150.537,-31.638,20.0,59.0,2,3
150.537,-31.138,20.0,36.0,2,2
150.537,-30.638,23.0,49.0,2,2
150.537,-30.138,28.0,76.0,2,3
150.537,-29.638,11.0,66.0,2,3
150.537,-29.138,28.0,96.0,2,3
150.537,-28.638,21.0,142.0,2,4
150.537,-28.138,50.0,134.0,2,4
150.537,-27.638,21.0,96.0,2,3
150.537,-27.138,18.0,67.0,2,3
150.537,-26.638,15.0,39.0,2,2
150.537,-26.138,64.0,69.0,3,3
150.537,-25.638,72.0,119.0,3,4
150.537,-25.138,56.0,145.0,3,4
150.537,-24.638,17.0,104.0,2,4
150.537,-24.138,29.0,61.0,2,3
150.537,-23.638,11.0,29.0,2,2
150.537,-23.138,15.0,27.0,2,2
150.537,-22.638,26.0,71.0,2,3
151.037,-34.138,6.0,12.0,1,2
151.037,-33.638,4.0,7.0,0,1
151.037,-33.138,22.0,19.0,2,2
151.037,-32.638,3.0,18.0,0,2
151.037,-32.138,6.0,21.0,1,2
151.037,-31.638,22.0,50.0,2,2
151.037,-31.138,5.0,14.0,0,2
151.037,-30.638,30.0,53.0,2,3
151.037,-30.138,6.0,41.0,1,2
151.037,-29.638,16.0,17.0,2,2
151.037,-29.138,22.0,71.0,2,3
151.037,-28.638,25.0,100.0,2,3
151.037,-28.138,27.0,110.0,2,4
151.037,-27.638,36.0,57.0,2,3
151.037,-27.138,22.0,26.0,2,2
151.037,-26.638,18.0,66.0,2,3
151.037,-26.138,37.0,100.0,2,3
151.037,-25.638,30.0,125.0,2,4
151.037,-25.138,28.0,103.0,2,4
151.037,-24.638,27.0,68.0,2,3
151.037,-24.138,23.0,37.0,2,2
151.037,-23.638,20.0,20.0,2,2
151.537,-33.138,2.0,12.0,0,2
151.537,-32.638,8.0,27.0,1,2
151.537,-32.138,32.0,63.0,2,3
151.537,-31.638,50.0,24.0,2,2
151.537,-31.138,18.0,46.0,2,2
151.537,-30.638,5.0,20.0,0,2
151.537,-30.138,17.0,44.0,2,2
151.537,-29.638,24.0,25.0,2,2
151.537,-29.138,48.0,69.0,2,3
151.537,-28.638,38.0,44.0,2,2
151.537,-28.138,18.0,56.0,2,3
151.537,-27.638,14.0,37.0,2,2
151.537,-27.138,19.0,30.0,2,2
151.537,-26.638,14.0,35.0,2,2
151.537,-26.138,18.0,56.0,2,3
151.537,-25.638,8.0,86.0,1,3
151.537,-25.138,13.0,49.0,2,2
151.537,-24.638,21.0,35.0,2,2
151.537,-24.138,12.0,21.0,2,2
152.037,-32.638,5.0,8.0,0,1
152.037,-32.138,11.0,39.0,2,2
152.037,-31.638,28.0,38.0,2,2
152.037,-31.138,30.0,55.0,2,3
152.037,-30.638,14.0,43.0,2,2
152.037,-30.138,39.0,56.0,2,3
152.037,-29.638,31.0,35.0,2,2
152.037,-29.138,8.0,55.0,1,3
152.037,-28.638,9.0,12.0,1,2
152.037,-28.138,5.0,9.0,0,1
152.037,-27.638,9.0,12.0,1,2
152.037,-27.138,14.0,44.0,2,2
152.037,-26.638,5.0,24.0,0,2
152.037,-26.138,6.0,50.0,1,2
152.037,-25.638,15.0,52.0,2,3
152.037,-25.138,19.0,19.0,2,2
152.037,-24.638,14.0,40.0,2,2
152.537,-32.138,5.0,18.0,0,2
152.537,-31.638,8.0,35.0,1,2
152.537,-31.138,25.0,46.0,2,2
152.537,-30.638,20.0,43.0,2,2
152.537,-30.138,30.0,65.0,2,3
152.537,-29.638,7.0,44.0,1,2
152.537,-29.138,28.0,65.0,2,3
152.537,-28.638,15.0,62.0,2,3
152.537,-28.138,16.0,54.0,2,3
152.537,-27.638,6.0,21.0,1,2
152.537,-27.138,2.0,17.0,0,2
152.537,-26.638,22.0,47.0,2,2
152.537,-26.138,8.0,15.0,1,2
152.537,-25.638,11.0,21.0,2,2
152.537,-25.138,5.0,31.0,0,2
153.037,-30.138,3.0,19.0,0,2
153.037,-29.638,1.0,13.0,0,2
153.037,-29.138,17.0,30.0,2,2
153.037,-28.638,4.0,25.0,0,2
153.037,-28.138,14.0,19.0,2,2
153.037,-27.638,1.0,3.0,0,0
153.037,-27.138,2.0,7.0,0,1
153.037,-26.638,0.0,3.0,0,0
153.037,-26.138,25.0,29.0,2,2
153.037,-25.638,17.0,39.0,2,2
153.537,-28.638,5.0,2.0,0,0
153.537,-28.138,4.0,3.0,0,0
