Date,TotalChargers,Connections_1,Connections_2,Connections_3,Connections_4,Connections_5,Connections_6,Connections_7,Connections_8
2020-10-03T07:38:00Z,293,68.94,20.48,7.51,1.37,0.68,0.34,0.0,0.68
2020-10-03T07:45:00Z,294,68.71,20.41,7.48,1.36,1.02,0.34,0.0,0.68
2020-10-05T09:39:00Z,295,68.81,20.34,7.46,1.36,1.02,0.34,0.0,0.68
2020-10-05T23:23:00Z,296,68.92,20.27,7.43,1.35,1.01,0.34,0.0,0.68
2020-10-07T10:10:00Z,297,69.02,20.2,7.41,1.35,1.01,0.34,0.0,0.67
2020-10-07T11:51:00Z,298,69.13,20.13,7.38,1.34,1.01,0.34,0.0,0.67
2020-10-17T11:50:00Z,299,68.9,20.07,7.36,1.67,1.0,0.33,0.0,0.67
2020-10-23T05:58:00Z,300,68.67,20.0,7.67,1.67,1.0,0.33,0.0,0.67
2020-10-27T09:07:00Z,301,68.44,20.27,7.64,1.66,1.0,0.33,0.0,0.66
2020-10-31T02:19:00Z,302,68.21,20.53,7.62,1.66,0.99,0.33,0.0,0.66
2020-11-09T13:54:00Z,303,67.99,20.79,7.59,1.65,0.99,0.33,0.0,0.66
2020-11-09T14:18:00Z,304,68.09,20.72,7.57,1.64,0.99,0.33,0.0,0.66
2020-11-09T14:33:00Z,305,68.2,20.66,7.54,1.64,0.98,0.33,0.0,0.66
2020-11-09T14:43:00Z,306,68.3,20.59,7.52,1.63,0.98,0.33,0.0,0.65
2020-11-11T06:20:00Z,307,68.08,20.85,7.49,1.63,0.98,0.33,0.0,0.65
2020-11-16T03:26:00Z,308,68.18,20.78,7.47,1.62,0.97,0.32,0.0,0.65
2020-11-17T03:58:00Z,309,67.96,21.04,7.44,1.62,0.97,0.32,0.0,0.65
2020-11-17T06:40:00Z,310,67.74,20.97,7.74,1.61,0.97,0.32,0.0,0.65
2020-11-17T08:48:00Z,311,67.85,20.9,7.72,1.61,0.96,0.32,0.0,0.64
2020-11-17T08:56:00Z,312,67.95,20.83,7.69,1.6,0.96,0.32,0.0,0.64
2020-11-17T09:05:00Z,313,68.05,20.77,7.67,1.6,0.96,0.32,0.0,0.64
2020-11-18T01:02:00Z,314,68.15,20.7,7.64,1.59,0.96,0.32,0.0,0.64
2020-11-23T04:18:00Z,315,67.94,20.95,7.62,1.59,0.95,0.32,0.0,0.63
2020-12-02T22:23:00Z,316,67.72,20.89,7.91,1.58,0.95,0.32,0.0,0.63
2020-12-03T11:16:00Z,317,67.51,21.14,7.89,1.58,0.95,0.32,0.0,0.63
2020-12-04T22:53:00Z,318,67.61,21.07,7.86,1.57,0.94,0.31,0.0,0.63
2020-12-04T23:13:00Z,319,67.71,21.0,7.84,1.57,0.94,0.31,0.0,0.63
2020-12-04T23:25:00Z,320,67.5,21.25,7.81,1.56,0.94,0.31,0.0,0.62
2020-12-08T21:01:00Z,321,67.6,21.18,7.79,1.56,0.93,0.31,0.0,0.62
2020-12-08T21:20:00Z,322,67.7,21.12,7.76,1.55,0.93,0.31,0.0,0.62
2020-12-08T21:40:00Z,323,67.8,21.05,7.74,1.55,0.93,0.31,0.0,0.62
2020-12-10T12:47:00Z,324,67.59,21.3,7.72,1.54,0.93,0.31,0.0,0.62
2020-12-12T08:14:00Z,325,67.69,21.23,7.69,1.54,0.92,0.31,0.0,0.62
2020-12-12T17:47:00Z,326,67.79,21.17,7.67,1.53,0.92,0.31,0.0,0.61
2020-12-15T14:48:00Z,327,67.89,21.1,7.65,1.53,0.92,0.31,0.0,0.61
2020-12-19T03:15:00Z,328,67.68,21.04,7.93,1.52,0.91,0.3,0.0,0.61
2020-12-22T06:35:00Z,329,67.78,20.97,7.9,1.52,0.91,0.3,0.0,0.61
2020-12-30T06:42:00Z,330,67.88,20.91,7.88,1.52,0.91,0.3,0.0,0.61
2020-12-30T09:36:00Z,331,67.67,21.15,7.85,1.51,0.91,0.3,0.0,0.6
2021-01-06T03:09:00Z,332,67.47,21.39,7.83,1.51,0.9,0.3,0.0,0.6
2021-01-07T08:40:00Z,333,67.57,21.32,7.81,1.5,0.9,0.3,0.0,0.6
2021-01-08T04:16:00Z,334,67.66,21.26,7.78,1.5,0.9,0.3,0.0,0.6
2021-01-08T04:30:00Z,335,67.46,21.49,7.76,1.49,0.9,0.3,0.0,0.6
2021-01-08T23:49:00Z,336,67.56,21.43,7.74,1.49,0.89,0.3,0.0,0.6
2021-01-13T06:30:00Z,337,67.66,21.36,7.72,1.48,0.89,0.3,0.0,0.59
2021-01-13T06:45:00Z,338,67.75,21.3,7.69,1.48,0.89,0.3,0.0,0.59
2021-01-20T06:44:00Z,339,67.85,21.24,7.67,1.47,0.88,0.29,0.0,0.59
2021-01-24T02:25:00Z,340,67.65,21.18,7.94,1.47,0.88,0.29,0.0,0.59
2021-01-24T02:27:00Z,341,67.74,21.11,7.92,1.47,0.88,0.29,0.0,0.59
2021-01-24T02:31:00Z,342,67.84,21.05,7.89,1.46,0.88,0.29,0.0,0.58
2021-01-24T16:55:00Z,343,67.64,21.28,7.87,1.46,0.87,0.29,0.0,0.58
2021-01-31T05:47:00Z,344,67.44,21.22,8.14,1.45,0.87,0.29,0.0,0.58
2021-01-31T06:22:00Z,345,67.25,21.16,8.41,1.45,0.87,0.29,0.0,0.58
2021-01-31T06:28:00Z,346,67.05,21.1,8.67,1.45,0.87,0.29,0.0,0.58
2021-01-31T06:42:00Z,347,67.15,21.04,8.65,1.44,0.86,0.29,0.0,0.58
2021-02-11T11:59:00Z,348,66.95,20.98,8.91,1.44,0.86,0.29,0.0,0.57
2021-02-12T06:14:00Z,349,66.76,21.2,8.88,1.43,0.86,0.29,0.0,0.57
2021-02-19T08:57:00Z,350,66.57,21.14,9.14,1.43,0.86,0.29,0.0,0.57
2021-02-19T09:01:00Z,351,66.38,21.37,9.12,1.42,0.85,0.28,0.0,0.57
2021-02-20T00:45:00Z,352,66.19,21.59,9.09,1.42,0.85,0.28,0.0,0.57
2021-02-20T00:51:00Z,353,66.01,21.81,9.07,1.42,0.85,0.28,0.0,0.57
2021-02-20T00:56:00Z,354,66.1,21.75,9.04,1.41,0.85,0.28,0.0,0.56
2021-02-22T04:07:00Z,355,65.92,21.69,9.3,1.41,0.85,0.28,0.0,0.56
2021-02-22T04:15:00Z,356,65.73,21.91,9.27,1.4,0.84,0.28,0.0,0.56
2021-02-22T04:25:00Z,357,65.55,22.13,9.24,1.4,0.84,0.28,0.0,0.56
2021-03-06T00:59:00Z,358,65.36,22.35,9.22,1.4,0.84,0.28,0.0,0.56
2021-03-24T15:35:00Z,359,65.46,22.28,9.19,1.39,0.84,0.28,0.0,0.56
2021-03-27T23:08:00Z,360,65.56,22.22,9.17,1.39,0.83,0.28,0.0,0.56
2021-04-02T00:52:00Z,361,65.65,22.16,9.14,1.39,0.83,0.28,0.0,0.55
2021-04-20T18:57:00Z,362,65.75,22.1,9.12,1.38,0.83,0.28,0.0,0.55
2021-04-29T03:26:00Z,363,65.84,22.04,9.09,1.38,0.83,0.28,0.0,0.55
2021-05-02T07:21:00Z,364,65.93,21.98,9.07,1.37,0.82,0.27,0.0,0.55
2021-05-08T02:35:00Z,365,65.75,22.19,9.04,1.37,0.82,0.27,0.0,0.55
2021-05-31T13:07:00Z,366,65.57,22.4,9.02,1.37,0.82,0.27,0.0,0.55
2021-06-06T10:25:00Z,367,65.4,22.62,8.99,1.36,0.82,0.27,0.0,0.54
2021-06-07T10:47:00Z,368,65.49,22.55,8.97,1.36,0.82,0.27,0.0,0.54
2021-06-17T21:26:00Z,369,65.31,22.76,8.94,1.36,0.81,0.27,0.0,0.54
2021-06-17T21:43:00Z,370,65.14,22.7,9.19,1.35,0.81,0.27,0.0,0.54
2021-06-29T10:07:00Z,371,64.96,22.91,9.16,1.35,0.81,0.27,0.0,0.54
2021-07-04T06:18:00Z,372,64.78,23.12,9.14,1.34,0.81,0.27,0.0,0.54
2021-07-29T12:32:00Z,373,64.88,23.06,9.12,1.34,0.8,0.27,0.0,0.54
2021-09-01T15:26:00Z,374,64.97,22.99,9.09,1.34,0.8,0.27,0.0,0.53
2021-09-02T09:51:00Z,375,65.07,22.93,9.07,1.33,0.8,0.27,0.0,0.53
2021-09-02T10:31:00Z,376,65.16,22.87,9.04,1.33,0.8,0.27,0.0,0.53
2021-09-19T20:11:00Z,377,64.99,23.08,9.02,1.33,0.8,0.27,0.0,0.53
2021-10-20T23:25:00Z,378,65.08,23.02,8.99,1.32,0.79,0.26,0.0,0.53
2021-10-20T23:50:00Z,379,65.17,22.96,8.97,1.32,0.79,0.26,0.0,0.53
2021-10-21T00:04:00Z,380,65.0,22.89,8.95,1.58,0.79,0.26,0.0,0.53
2021-10-21T00:16:00Z,381,65.09,22.83,8.92,1.57,0.79,0.26,0.0,0.52
2021-11-01T06:26:00Z,382,64.92,22.77,9.16,1.57,0.79,0.26,0.0,0.52
2021-11-01T06:29:00Z,383,64.75,22.98,9.14,1.57,0.78,0.26,0.0,0.52
2021-11-01T06:32:00Z,384,64.58,23.18,9.11,1.56,0.78,0.26,0.0,0.52
2021-11-01T06:34:00Z,385,64.42,23.38,9.09,1.56,0.78,0.26,0.0,0.52
2021-11-01T06:37:00Z,386,64.25,23.32,9.33,1.55,0.78,0.26,0.0,0.52
2021-11-01T06:40:00Z,387,64.08,23.51,9.3,1.55,0.78,0.26,0.0,0.52
2021-11-01T06:42:00Z,388,63.92,23.45,9.28,1.8,0.77,0.26,0.0,0.52
2021-11-01T06:45:00Z,389,63.75,23.39,9.25,1.8,0.77,0.51,0.0,0.51
2021-11-08T21:50:00Z,390,63.85,23.33,9.23,1.79,0.77,0.51,0.0,0.51
2021-11-13T16:14:00Z,391,63.94,23.27,9.21,1.79,0.77,0.51,0.0,0.51
2021-11-13T16:22:00Z,392,64.03,23.21,9.18,1.79,0.77,0.51,0.0,0.51
2021-11-14T07:09:00Z,393,63.87,23.41,9.16,1.78,0.76,0.51,0.0,0.51
2021-11-14T07:23:00Z,394,63.71,23.35,9.14,2.03,0.76,0.51,0.0,0.51
2021-11-14T07:36:00Z,395,63.8,23.29,9.11,2.03,0.76,0.51,0.0,0.51
2021-11-14T09:39:00Z,396,63.64,23.23,9.09,2.27,0.76,0.51,0.0,0.51
2021-11-14T10:35:00Z,397,63.48,23.43,9.07,2.27,0.76,0.5,0.0,0.5
2021-11-15T18:02:00Z,398,63.57,23.37,9.05,2.26,0.75,0.5,0.0,0.5
2021-11-16T00:00:00Z,399,63.66,23.31,9.02,2.26,0.75,0.5,0.0,0.5
2021-11-16T04:34:00Z,400,63.5,23.5,9.0,2.25,0.75,0.5,0.0,0.5
2021-11-16T04:40:00Z,401,63.59,23.44,8.98,2.24,0.75,0.5,0.0,0.5
2021-11-16T10:05:00Z,402,63.68,23.38,8.96,2.24,0.75,0.5,0.0,0.5
2021-11-16T10:15:00Z,403,63.77,23.33,8.93,2.23,0.74,0.5,0.0,0.5
2021-11-16T10:22:00Z,404,63.86,23.27,8.91,2.23,0.74,0.5,0.0,0.5
2021-11-17T12:26:00Z,405,63.95,23.21,8.89,2.22,0.74,0.49,0.0,0.49
2021-11-18T12:28:00Z,406,63.79,23.15,9.11,2.22,0.74,0.49,0.0,0.49
2021-11-23T09:44:00Z,407,63.64,23.34,9.09,2.21,0.74,0.49,0.0,0.49
2021-11-25T08:03:00Z,408,63.48,23.53,9.07,2.21,0.74,0.49,0.0,0.49
2021-11-25T08:37:00Z,409,63.33,23.47,9.29,2.2,0.73,0.49,0.0,0.49
2021-11-27T01:29:00Z,410,63.41,23.41,9.27,2.2,0.73,0.49,0.0,0.49
2021-11-27T01:48:00Z,411,63.5,23.36,9.25,2.19,0.73,0.49,0.0,0.49
2021-11-27T01:53:00Z,412,63.59,23.3,9.22,2.18,0.73,0.49,0.0,0.49
2021-11-27T02:02:00Z,413,63.68,23.24,9.2,2.18,0.73,0.48,0.0,0.48
2021-11-27T02:10:00Z,414,63.53,23.43,9.18,2.17,0.72,0.48,0.0,0.48
2021-11-27T02:22:00Z,415,63.61,23.37,9.16,2.17,0.72,0.48,0.0,0.48
2021-11-27T02:37:00Z,416,63.46,23.56,9.13,2.16,0.72,0.48,0.0,0.48
2021-11-27T02:41:00Z,417,63.55,23.5,9.11,2.16,0.72,0.48,0.0,0.48
2021-11-27T04:39:00Z,418,63.64,23.44,9.09,2.15,0.72,0.48,0.0,0.48
2021-11-27T06:51:00Z,419,63.72,23.39,9.07,2.15,0.72,0.48,0.0,0.48
2021-11-27T07:03:00Z,420,63.81,23.33,9.05,2.14,0.71,0.48,0.0,0.48
2021-11-27T07:11:00Z,421,63.9,23.28,9.03,2.14,0.71,0.48,0.0,0.48
2021-11-27T07:18:00Z,422,63.98,23.22,9.0,2.13,0.71,0.47,0.0,0.47
2021-11-27T07:24:00Z,423,64.07,23.17,8.98,2.13,0.71,0.47,0.0,0.47
2021-11-27T07:29:00Z,424,64.15,23.11,8.96,2.12,0.71,0.47,0.0,0.47
2021-11-27T07:35:00Z,425,64.0,23.06,9.18,2.12,0.71,0.47,0.0,0.47
2021-11-27T07:39:00Z,426,64.08,23.0,9.15,2.11,0.7,0.47,0.0,0.47
2021-11-27T07:48:00Z,427,64.17,22.95,9.13,2.11,0.7,0.47,0.0,0.47
2021-11-27T08:13:00Z,428,64.25,22.9,9.11,2.1,0.7,0.47,0.0,0.47
2021-11-27T08:17:00Z,429,64.34,22.84,9.09,2.1,0.7,0.47,0.0,0.47
2021-11-27T09:44:00Z,430,64.42,22.79,9.07,2.09,0.7,0.47,0.0,0.47
2021-11-27T10:23:00Z,431,64.5,22.74,9.05,2.09,0.7,0.46,0.0,0.46
2021-11-27T10:27:00Z,432,64.35,22.92,9.03,2.08,0.69,0.46,0.0,0.46
2021-11-27T10:29:00Z,433,64.43,22.86,9.01,2.08,0.69,0.46,0.0,0.46
2021-11-27T10:32:00Z,434,64.52,22.81,8.99,2.07,0.69,0.46,0.0,0.46
2021-11-27T15:00:00Z,435,64.6,22.76,8.97,2.07,0.69,0.46,0.0,0.46
2021-11-27T15:09:00Z,436,64.68,22.71,8.94,2.06,0.69,0.46,0.0,0.46
2021-11-27T15:18:00Z,437,64.53,22.88,8.92,2.06,0.69,0.46,0.0,0.46
2021-11-27T15:24:00Z,438,64.61,22.83,8.9,2.05,0.68,0.46,0.0,0.46
2021-11-27T15:32:00Z,439,64.46,22.78,9.11,2.05,0.68,0.46,0.0,0.46
2021-11-27T15:38:00Z,440,64.55,22.73,9.09,2.05,0.68,0.45,0.0,0.45
2021-11-27T15:49:00Z,441,64.4,22.9,9.07,2.04,0.68,0.45,0.0,0.45
2021-11-27T15:53:00Z,442,64.48,22.85,9.05,2.04,0.68,0.45,0.0,0.45
2021-11-27T16:01:00Z,443,64.56,22.8,9.03,2.03,0.68,0.45,0.0,0.45
2021-11-27T16:10:00Z,444,64.64,22.75,9.01,2.03,0.68,0.45,0.0,0.45
2021-11-27T16:13:00Z,445,64.72,22.7,8.99,2.02,0.67,0.45,0.0,0.45
2021-11-27T16:21:00Z,446,64.8,22.65,8.97,2.02,0.67,0.45,0.0,0.45
2021-11-27T16:30:00Z,447,64.88,22.6,8.95,2.01,0.67,0.45,0.0,0.45
2021-11-27T16:35:00Z,448,64.96,22.54,8.93,2.01,0.67,0.45,0.0,0.45
2021-11-27T16:40:00Z,449,65.03,22.49,8.91,2.0,0.67,0.45,0.0,0.45
2021-11-27T16:44:00Z,450,65.11,22.44,8.89,2.0,0.67,0.44,0.0,0.44
2021-11-27T16:48:00Z,451,65.19,22.39,8.87,2.0,0.67,0.44,0.0,0.44
2021-11-27T16:51:00Z,452,65.27,22.35,8.85,1.99,0.66,0.44,0.0,0.44
2021-11-27T16:56:00Z,453,65.34,22.3,8.83,1.99,0.66,0.44,0.0,0.44
2021-11-27T17:01:00Z,454,65.2,22.47,8.81,1.98,0.66,0.44,0.0,0.44
2021-11-27T17:03:00Z,455,65.27,22.42,8.79,1.98,0.66,0.44,0.0,0.44
2021-11-27T17:07:00Z,456,65.35,22.37,8.77,1.97,0.66,0.44,0.0,0.44
2021-11-27T17:11:00Z,457,65.43,22.32,8.75,1.97,0.66,0.44,0.0,0.44
2021-11-27T17:18:00Z,458,65.5,22.27,8.73,1.97,0.66,0.44,0.0,0.44
2021-11-28T05:20:00Z,459,65.58,22.22,8.71,1.96,0.65,0.44,0.0,0.44
2021-11-28T15:04:00Z,460,65.43,22.39,8.7,1.96,0.65,0.43,0.0,0.43
2021-11-29T12:46:00Z,461,65.29,22.56,8.68,1.95,0.65,0.43,0.0,0.43
2021-12-01T00:20:00Z,462,65.15,22.73,8.66,1.95,0.65,0.43,0.0,0.43
2021-12-01T00:33:00Z,463,65.01,22.89,8.64,1.94,0.65,0.43,0.0,0.43
2021-12-01T04:33:00Z,464,65.09,22.84,8.62,1.94,0.65,0.43,0.0,0.43
2021-12-01T04:55:00Z,465,65.16,22.8,8.6,1.94,0.65,0.43,0.0,0.43
2021-12-01T06:41:00Z,466,65.24,22.75,8.58,1.93,0.64,0.43,0.0,0.43
2021-12-01T12:45:00Z,467,65.1,22.91,8.57,1.93,0.64,0.43,0.0,0.43
2021-12-01T12:48:00Z,468,64.96,23.08,8.55,1.92,0.64,0.43,0.0,0.43
2021-12-01T13:07:00Z,469,64.82,23.24,8.53,1.92,0.64,0.43,0.0,0.43
2021-12-01T13:15:00Z,470,64.89,23.19,8.51,1.91,0.64,0.43,0.0,0.43
2021-12-01T13:24:00Z,471,64.76,23.14,8.7,1.91,0.64,0.42,0.0,0.42
2021-12-01T14:30:00Z,472,64.83,23.09,8.69,1.91,0.64,0.42,0.0,0.42
2021-12-02T07:39:00Z,473,64.9,23.04,8.67,1.9,0.63,0.42,0.0,0.42
2021-12-03T04:57:00Z,474,64.77,23.21,8.65,1.9,0.63,0.42,0.0,0.42
2021-12-04T05:14:00Z,475,64.63,23.37,8.63,1.89,0.63,0.42,0.0,0.42
2021-12-04T05:20:00Z,476,64.5,23.53,8.61,1.89,0.63,0.42,0.0,0.42
2021-12-04T05:42:00Z,477,64.36,23.69,8.6,1.89,0.63,0.42,0.0,0.42
2021-12-04T05:45:00Z,478,64.23,23.85,8.58,1.88,0.63,0.42,0.0,0.42
2021-12-04T05:48:00Z,479,64.09,23.8,8.77,1.88,0.63,0.42,0.0,0.42
2021-12-04T06:01:00Z,480,63.96,23.75,8.75,1.88,0.62,0.42,0.0,0.62
2021-12-04T06:08:00Z,481,63.83,23.7,8.94,1.87,0.62,0.42,0.0,0.62
2021-12-04T06:10:00Z,482,63.69,23.65,9.13,1.87,0.62,0.41,0.0,0.62
2021-12-04T06:15:00Z,483,63.56,23.6,9.32,1.86,0.62,0.41,0.0,0.62
2021-12-04T06:19:00Z,484,63.43,23.55,9.5,1.86,0.62,0.41,0.0,0.62
2021-12-04T19:34:00Z,485,63.51,23.51,9.48,1.86,0.62,0.41,0.0,0.62
2021-12-04T19:48:00Z,486,63.58,23.46,9.47,1.85,0.62,0.41,0.0,0.62
2021-12-04T19:57:00Z,487,63.45,23.61,9.45,1.85,0.62,0.41,0.0,0.62
2021-12-04T20:09:00Z,488,63.32,23.77,9.43,1.84,0.61,0.41,0.0,0.61
2021-12-05T01:45:00Z,489,63.39,23.72,9.41,1.84,0.61,0.41,0.0,0.61
2021-12-05T19:33:00Z,490,63.27,23.88,9.39,1.84,0.61,0.41,0.0,0.61
2021-12-08T12:58:00Z,491,63.14,23.83,9.57,1.83,0.61,0.41,0.0,0.61
2021-12-08T13:06:00Z,492,63.01,23.98,9.55,1.83,0.61,0.41,0.0,0.61
2021-12-08T13:25:00Z,493,62.88,23.94,9.74,1.83,0.61,0.41,0.0,0.61
2021-12-08T13:32:00Z,494,62.75,23.89,9.92,1.82,0.61,0.4,0.0,0.61
2021-12-08T13:35:00Z,495,62.63,23.84,10.1,1.82,0.61,0.4,0.0,0.61
2021-12-08T13:38:00Z,496,62.5,23.79,10.28,1.81,0.6,0.4,0.0,0.6
2021-12-08T13:40:00Z,497,62.37,23.74,10.46,1.81,0.6,0.4,0.0,0.6
2021-12-08T13:44:00Z,498,62.25,23.69,10.64,1.81,0.6,0.4,0.0,0.6
2021-12-08T13:52:00Z,499,62.12,23.65,10.82,1.8,0.6,0.4,0.0,0.6
2021-12-08T13:57:00Z,500,62.0,23.8,10.8,1.8,0.6,0.4,0.0,0.6
2021-12-08T14:01:00Z,501,61.88,23.75,10.98,1.8,0.6,0.4,0.0,0.6
2021-12-08T14:02:00Z,502,61.75,23.71,11.16,1.79,0.6,0.4,0.0,0.6
2021-12-08T14:04:00Z,503,61.63,23.66,11.33,1.79,0.6,0.4,0.0,0.6
2021-12-08T14:07:00Z,504,61.51,23.61,11.51,1.79,0.6,0.4,0.0,0.6
2021-12-08T14:11:00Z,505,61.39,23.56,11.68,1.78,0.59,0.4,0.0,0.59
2021-12-08T14:14:00Z,506,61.46,23.52,11.66,1.78,0.59,0.4,0.0,0.59
2021-12-09T02:37:00Z,507,61.54,23.47,11.64,1.78,0.59,0.39,0.0,0.59
2021-12-09T02:54:00Z,508,61.42,23.62,11.61,1.77,0.59,0.39,0.0,0.59
2021-12-09T03:00:00Z,509,61.49,23.58,11.59,1.77,0.59,0.39,0.0,0.59
2021-12-09T03:03:00Z,510,61.57,23.53,11.57,1.76,0.59,0.39,0.0,0.59
2021-12-09T03:16:00Z,511,61.45,23.48,11.74,1.76,0.59,0.39,0.0,0.59
2021-12-09T03:24:00Z,512,61.33,23.63,11.72,1.76,0.59,0.39,0.0,0.59
2021-12-09T04:03:00Z,513,61.4,23.59,11.7,1.75,0.58,0.39,0.0,0.58
2021-12-09T04:12:00Z,514,61.28,23.54,11.87,1.75,0.58,0.39,0.0,0.58
2021-12-09T04:16:00Z,515,61.36,23.5,11.84,1.75,0.58,0.39,0.0,0.58
2021-12-09T04:30:00Z,516,61.24,23.45,12.02,1.74,0.58,0.39,0.0,0.58
2021-12-09T04:37:00Z,517,61.12,23.6,11.99,1.74,0.58,0.39,0.0,0.58
2021-12-09T04:41:00Z,518,61.0,23.75,11.97,1.74,0.58,0.39,0.0,0.58
2021-12-09T05:04:00Z,519,60.89,23.89,11.95,1.73,0.58,0.39,0.0,0.58
2021-12-10T10:26:00Z,520,60.77,24.04,11.92,1.73,0.58,0.38,0.0,0.58
2021-12-10T18:30:00Z,521,60.84,23.99,11.9,1.73,0.58,0.38,0.0,0.58
2021-12-10T22:12:00Z,522,60.73,24.14,11.88,1.72,0.57,0.38,0.0,0.57
2021-12-11T02:01:00Z,523,60.61,24.28,11.85,1.72,0.57,0.38,0.0,0.57
2021-12-11T10:07:00Z,524,60.69,24.24,11.83,1.72,0.57,0.38,0.0,0.57
2021-12-15T05:33:00Z,525,60.76,24.19,11.81,1.71,0.57,0.38,0.0,0.57
2021-12-16T16:57:00Z,526,60.65,24.33,11.79,1.71,0.57,0.38,0.0,0.57
2021-12-16T17:02:00Z,527,60.53,24.48,11.76,1.71,0.57,0.38,0.0,0.57
2021-12-16T17:19:00Z,528,60.42,24.62,11.74,1.7,0.57,0.38,0.0,0.57
2021-12-16T17:24:00Z,529,60.3,24.76,11.72,1.7,0.57,0.38,0.0,0.57
2021-12-17T02:36:00Z,530,60.19,24.91,11.7,1.7,0.57,0.38,0.0,0.57
2021-12-17T02:46:00Z,531,60.08,25.05,11.68,1.69,0.56,0.38,0.0,0.56
2021-12-17T02:49:00Z,532,59.96,25.19,11.65,1.69,0.56,0.38,0.0,0.56
2021-12-17T03:08:00Z,533,59.85,25.33,11.63,1.69,0.56,0.38,0.0,0.56
2021-12-17T03:29:00Z,534,59.74,25.47,11.61,1.69,0.56,0.37,0.0,0.56
2021-12-17T03:37:00Z,535,59.63,25.61,11.59,1.68,0.56,0.37,0.0,0.56
2021-12-17T03:39:00Z,536,59.51,25.75,11.57,1.68,0.56,0.37,0.0,0.56
2021-12-17T03:45:00Z,537,59.4,25.88,11.55,1.68,0.56,0.37,0.0,0.56
2021-12-17T04:02:00Z,538,59.29,26.02,11.52,1.67,0.56,0.37,0.0,0.56
2021-12-17T04:11:00Z,539,59.18,26.16,11.5,1.67,0.56,0.37,0.0,0.56
2021-12-19T02:34:00Z,540,59.07,26.3,11.48,1.67,0.56,0.37,0.0,0.56
2021-12-20T03:09:00Z,541,58.96,26.43,11.46,1.66,0.55,0.37,0.0,0.55
2021-12-23T23:01:00Z,542,59.04,26.38,11.44,1.66,0.55,0.37,0.0,0.55
2021-12-27T06:12:00Z,543,59.12,26.34,11.42,1.66,0.55,0.37,0.0,0.55
2021-12-28T03:50:00Z,544,59.01,26.47,11.4,1.65,0.55,0.37,0.0,0.55
2021-12-28T21:26:00Z,545,58.9,26.61,11.38,1.65,0.55,0.37,0.0,0.55
2021-12-29T23:50:00Z,546,58.79,26.74,11.36,1.65,0.55,0.37,0.0,0.55
2022-01-01T11:01:00Z,547,58.68,26.87,11.33,1.65,0.55,0.37,0.0,0.55
2022-01-03T13:51:00Z,548,58.58,26.82,11.31,1.82,0.55,0.36,0.0,0.55
2022-01-04T06:19:00Z,549,58.47,26.96,11.29,1.82,0.55,0.36,0.0,0.55
2022-01-14T17:29:00Z,550,58.36,27.09,11.27,1.82,0.55,0.36,0.0,0.55
2022-01-14T20:03:00Z,551,58.26,27.22,11.25,1.81,0.54,0.36,0.0,0.54
2022-01-15T03:38:00Z,552,58.15,27.17,11.23,1.99,0.54,0.36,0.0,0.54
2022-01-16T05:07:00Z,553,58.23,27.12,11.21,1.99,0.54,0.36,0.0,0.54
2022-01-16T05:50:00Z,554,58.12,27.26,11.19,1.99,0.54,0.36,0.0,0.54
