Date,TotalChargers,Connections_1,Connections_2,Connections_3,Connections_4,Connections_5,Connections_6,Connections_7,Connections_8
2022-01-19T23:03:00Z,555,58.02,27.39,11.17,1.98,0.54,0.36,0.0,0.54
2022-01-19T23:15:00Z,556,58.09,27.34,11.15,1.98,0.54,0.36,0.0,0.54
2022-01-23T04:49:00Z,557,57.99,27.29,11.13,2.15,0.54,0.36,0.0,0.54
2022-01-23T04:53:00Z,558,57.89,27.24,11.11,2.33,0.54,0.36,0.0,0.54
2022-01-23T04:57:00Z,559,57.78,27.19,11.09,2.5,0.54,0.36,0.0,0.54
2022-01-23T05:05:00Z,560,57.68,27.14,11.25,2.5,0.54,0.36,0.0,0.54
2022-01-23T05:07:00Z,561,57.58,27.27,11.23,2.5,0.53,0.36,0.0,0.53
2022-01-23T05:11:00Z,562,57.47,27.22,11.21,2.67,0.53,0.36,0.0,0.53
2022-01-24T01:57:00Z,563,57.37,27.18,11.37,2.66,0.53,0.36,0.0,0.53
2022-01-24T13:02:00Z,564,57.27,27.3,11.35,2.66,0.53,0.35,0.0,0.53
2022-01-27T02:20:00Z,565,57.17,27.26,11.5,2.65,0.53,0.35,0.0,0.53
2022-02-02T13:06:00Z,566,57.24,27.21,11.48,2.65,0.53,0.35,0.0,0.53
2022-02-03T04:09:00Z,567,57.14,27.34,11.46,2.65,0.53,0.35,0.0,0.53
2022-02-08T04:10:00Z,568,57.04,27.46,11.44,2.64,0.53,0.35,0.0,0.53
2022-02-10T03:48:00Z,569,56.94,27.59,11.42,2.64,0.53,0.35,0.0,0.53
2022-02-15T03:12:00Z,570,56.84,27.72,11.4,2.63,0.53,0.35,0.0,0.53
2022-02-24T16:59:00Z,571,56.92,27.67,11.38,2.63,0.53,0.35,0.0,0.53
2022-02-24T17:02:00Z,572,56.99,27.62,11.36,2.62,0.52,0.35,0.0,0.52
2022-02-27T14:17:00Z,573,56.89,27.75,11.34,2.62,0.52,0.35,0.0,0.52
2022-03-06T00:57:00Z,574,56.97,27.7,11.32,2.61,0.52,0.35,0.0,0.52
2022-03-06T01:09:00Z,575,56.87,27.83,11.3,2.61,0.52,0.35,0.0,0.52
2022-03-06T01:19:00Z,576,56.77,27.95,11.28,2.6,0.52,0.35,0.0,0.52
2022-03-06T01:26:00Z,577,56.67,28.08,11.27,2.6,0.52,0.35,0.0,0.52
2022-03-06T01:33:00Z,578,56.57,28.2,11.25,2.6,0.52,0.35,0.0,0.52
2022-03-06T01:37:00Z,579,56.48,28.32,11.23,2.59,0.52,0.35,0.0,0.52
2022-03-06T01:42:00Z,580,56.38,28.45,11.21,2.59,0.52,0.34,0.0,0.52
2022-03-06T01:51:00Z,581,56.28,28.57,11.19,2.58,0.52,0.34,0.0,0.52
2022-03-06T01:58:00Z,582,56.19,28.69,11.17,2.58,0.52,0.34,0.0,0.52
2022-03-06T04:47:00Z,583,56.09,28.82,11.15,2.57,0.51,0.34,0.0,0.51
2022-03-06T05:01:00Z,584,55.99,28.94,11.13,2.57,0.51,0.34,0.0,0.51
2022-03-06T05:06:00Z,585,55.9,29.06,11.11,2.56,0.51,0.34,0.0,0.51
2022-03-06T05:27:00Z,586,55.8,29.18,11.09,2.56,0.51,0.34,0.0,0.51
2022-03-06T05:34:00Z,587,55.71,29.3,11.07,2.56,0.51,0.34,0.0,0.51
2022-03-06T05:40:00Z,588,55.61,29.42,11.05,2.55,0.51,0.34,0.0,0.51
2022-03-06T05:44:00Z,589,55.52,29.54,11.04,2.55,0.51,0.34,0.0,0.51
2022-03-06T05:49:00Z,590,55.42,29.66,11.02,2.54,0.51,0.34,0.0,0.51
2022-03-06T05:53:00Z,591,55.33,29.78,11.0,2.54,0.51,0.34,0.0,0.51
2022-03-06T05:56:00Z,592,55.24,29.9,10.98,2.53,0.51,0.34,0.0,0.51
2022-03-06T06:03:00Z,593,55.14,30.02,10.96,2.53,0.51,0.34,0.0,0.51
2022-03-06T06:31:00Z,594,55.22,29.97,10.94,2.53,0.51,0.34,0.0,0.51
2022-03-08T07:22:00Z,595,55.29,29.92,10.92,2.52,0.5,0.34,0.0,0.5
2022-03-10T11:57:00Z,596,55.2,30.03,10.91,2.52,0.5,0.34,0.0,0.5
2022-03-10T12:01:00Z,597,55.11,30.15,10.89,2.51,0.5,0.34,0.0,0.5
2022-03-10T12:04:00Z,598,55.02,30.27,10.87,2.51,0.5,0.33,0.0,0.5
2022-03-10T12:05:00Z,599,54.92,30.38,10.85,2.5,0.5,0.33,0.0,0.5
2022-03-10T12:07:00Z,600,54.83,30.5,10.83,2.5,0.5,0.33,0.0,0.5
2022-03-10T12:09:00Z,601,54.74,30.62,10.82,2.5,0.5,0.33,0.0,0.5
2022-03-10T12:13:00Z,602,54.65,30.73,10.8,2.49,0.5,0.33,0.0,0.5
2022-03-11T11:33:00Z,603,54.73,30.68,10.78,2.49,0.5,0.33,0.0,0.5
2022-04-01T01:06:00Z,604,54.8,30.63,10.76,2.48,0.5,0.33,0.0,0.5
2022-04-23T04:30:00Z,605,54.71,30.74,10.74,2.48,0.5,0.33,0.0,0.5
2022-04-28T11:34:00Z,606,54.62,30.86,10.73,2.48,0.5,0.33,0.0,0.5
2022-05-04T23:25:00Z,607,54.53,30.97,10.71,2.47,0.49,0.33,0.0,0.49
2022-05-05T06:56:00Z,608,54.44,31.09,10.69,2.47,0.49,0.33,0.0,0.49
2022-05-06T00:30:00Z,609,54.52,31.03,10.67,2.46,0.49,0.33,0.0,0.49
2022-05-13T16:30:00Z,610,54.43,30.98,10.66,2.62,0.49,0.33,0.0,0.49
2022-06-06T06:32:00Z,611,54.34,30.93,10.64,2.62,0.49,0.33,0.16,0.49
2022-06-07T07:49:00Z,612,54.25,30.88,10.78,2.61,0.49,0.33,0.16,0.49
2022-06-07T07:57:00Z,613,54.16,30.83,10.93,2.61,0.49,0.33,0.16,0.49
2022-06-07T08:01:00Z,614,54.07,30.78,11.07,2.61,0.49,0.33,0.16,0.49
2022-06-27T17:31:00Z,615,53.98,30.73,11.06,2.76,0.49,0.33,0.16,0.49
2022-07-01T02:21:00Z,616,53.9,30.68,11.04,2.76,0.49,0.49,0.16,0.49
2022-07-03T01:54:00Z,617,53.97,30.63,11.02,2.76,0.49,0.49,0.16,0.49
2022-07-06T12:42:00Z,618,53.88,30.58,11.0,2.91,0.49,0.49,0.16,0.49
2022-07-06T12:49:00Z,619,53.8,30.53,10.99,3.07,0.48,0.48,0.16,0.48
2022-07-08T04:30:00Z,620,53.71,30.48,11.13,3.06,0.48,0.48,0.16,0.48
2022-07-13T03:57:00Z,621,53.78,30.43,11.11,3.06,0.48,0.48,0.16,0.48
2022-07-29T13:47:00Z,622,53.7,30.55,11.09,3.05,0.48,0.48,0.16,0.48
2022-08-05T19:18:00Z,623,53.61,30.5,11.08,3.21,0.48,0.48,0.16,0.48
2022-08-05T19:24:00Z,624,53.69,30.45,11.06,3.21,0.48,0.48,0.16,0.48
2022-08-14T12:07:00Z,625,53.76,30.4,11.04,3.2,0.48,0.48,0.16,0.48
2022-09-02T08:16:00Z,626,53.67,30.51,11.02,3.19,0.48,0.48,0.16,0.48
2022-09-02T08:24:00Z,627,53.75,30.46,11.0,3.19,0.48,0.48,0.16,0.48
2022-09-02T08:30:00Z,628,53.82,30.41,10.99,3.18,0.48,0.48,0.16,0.48
2022-09-02T08:35:00Z,629,53.74,30.52,10.97,3.18,0.48,0.48,0.16,0.48
2022-09-02T08:40:00Z,630,53.81,30.48,10.95,3.17,0.48,0.48,0.16,0.48
2022-09-04T12:12:00Z,631,53.88,30.43,10.94,3.17,0.48,0.48,0.16,0.48
2022-09-07T06:20:00Z,632,53.8,30.54,10.92,3.16,0.47,0.47,0.16,0.47
2022-09-07T06:33:00Z,633,53.71,30.65,10.9,3.16,0.47,0.47,0.16,0.47
2022-09-07T06:45:00Z,634,53.63,30.76,10.88,3.15,0.47,0.47,0.16,0.47
2022-09-07T06:50:00Z,635,53.54,30.87,10.87,3.15,0.47,0.47,0.16,0.47
2022-09-07T06:56:00Z,636,53.46,30.97,10.85,3.14,0.47,0.47,0.16,0.47
2022-09-07T07:03:00Z,637,53.38,31.08,10.83,3.14,0.47,0.47,0.16,0.47
2022-09-07T07:10:00Z,638,53.29,31.19,10.82,3.13,0.47,0.47,0.16,0.47
2022-09-07T07:13:00Z,639,53.21,31.3,10.8,3.13,0.47,0.47,0.16,0.47
2022-09-07T07:17:00Z,640,53.28,31.25,10.78,3.12,0.47,0.47,0.16,0.47
2022-09-07T07:20:00Z,641,53.2,31.36,10.76,3.12,0.47,0.47,0.16,0.47
2022-09-07T07:23:00Z,642,53.12,31.46,10.75,3.12,0.47,0.47,0.16,0.47
2022-09-07T07:26:00Z,643,53.03,31.57,10.73,3.11,0.47,0.47,0.16,0.47
2022-09-07T07:29:00Z,644,52.95,31.68,10.71,3.11,0.47,0.47,0.16,0.47
2022-09-07T07:33:00Z,645,52.87,31.78,10.7,3.1,0.47,0.47,0.16,0.47
2022-09-07T07:54:00Z,646,52.94,31.73,10.68,3.1,0.46,0.46,0.15,0.46
2022-09-07T08:13:00Z,647,53.01,31.68,10.66,3.09,0.46,0.46,0.15,0.46
2022-09-07T08:15:00Z,648,53.09,31.64,10.65,3.09,0.46,0.46,0.15,0.46
2022-09-07T08:18:00Z,649,53.16,31.59,10.63,3.08,0.46,0.46,0.15,0.46
2022-09-07T12:06:00Z,650,53.23,31.54,10.62,3.08,0.46,0.46,0.15,0.46
2022-09-07T12:10:00Z,651,53.3,31.49,10.6,3.07,0.46,0.46,0.15,0.46
2022-09-07T12:13:00Z,652,53.37,31.44,10.58,3.07,0.46,0.46,0.15,0.46
2022-09-07T12:16:00Z,653,53.45,31.39,10.57,3.06,0.46,0.46,0.15,0.46
2022-09-15T10:46:00Z,654,53.52,31.35,10.55,3.06,0.46,0.46,0.15,0.46
2022-09-27T05:19:00Z,655,53.59,31.3,10.53,3.05,0.46,0.46,0.15,0.46
2022-09-28T00:25:00Z,656,53.66,31.25,10.52,3.05,0.46,0.46,0.15,0.46
2022-09-28T21:32:00Z,657,53.58,31.35,10.5,3.04,0.46,0.46,0.15,0.46
2022-10-13T02:38:00Z,658,53.5,31.31,10.64,3.04,0.46,0.46,0.15,0.46
2022-11-02T04:45:00Z,659,53.57,31.26,10.62,3.03,0.46,0.46,0.15,0.46
2022-11-16T04:19:00Z,660,53.48,31.36,10.61,3.03,0.45,0.45,0.15,0.45
2022-11-16T05:51:00Z,661,53.4,31.47,10.59,3.03,0.45,0.45,0.15,0.45
2022-11-21T03:56:00Z,662,53.32,31.42,10.73,3.02,0.45,0.45,0.15,0.45
2022-11-21T03:59:00Z,663,53.24,31.37,10.86,3.02,0.45,0.45,0.15,0.45
2022-11-21T04:01:00Z,664,53.16,31.33,10.99,3.01,0.45,0.45,0.15,0.45
2022-11-21T04:04:00Z,665,53.08,31.28,11.13,3.01,0.45,0.45,0.15,0.45
2022-12-01T06:26:00Z,666,53.15,31.23,11.11,3.0,0.45,0.45,0.15,0.45
2022-12-01T06:34:00Z,667,53.07,31.33,11.09,3.0,0.45,0.45,0.15,0.45
2022-12-01T08:36:00Z,668,53.14,31.29,11.08,2.99,0.45,0.45,0.15,0.45
2022-12-01T09:21:00Z,669,53.06,31.39,11.06,2.99,0.45,0.45,0.15,0.45
2022-12-02T00:25:00Z,670,52.99,31.34,11.19,2.99,0.45,0.45,0.15,0.45
2022-12-08T09:03:00Z,671,53.06,31.3,11.18,2.98,0.45,0.45,0.15,0.45
2022-12-10T07:50:00Z,672,52.98,31.4,11.16,2.98,0.45,0.45,0.15,0.45
2022-12-17T21:55:00Z,673,52.9,31.5,11.14,2.97,0.45,0.45,0.15,0.45
2022-12-17T23:06:00Z,674,52.82,31.6,11.13,2.97,0.45,0.45,0.15,0.45
2022-12-17T23:16:00Z,675,52.74,31.56,11.11,3.11,0.44,0.44,0.15,0.44
2022-12-17T23:20:00Z,676,52.66,31.66,11.09,3.11,0.44,0.44,0.15,0.44
2022-12-17T23:25:00Z,677,52.58,31.61,11.08,3.25,0.44,0.44,0.15,0.44
2022-12-17T23:28:00Z,678,52.51,31.71,11.06,3.24,0.44,0.44,0.15,0.44
2022-12-17T23:31:00Z,679,52.43,31.81,11.05,3.24,0.44,0.44,0.15,0.44
2022-12-17T23:36:00Z,680,52.35,31.91,11.03,3.24,0.44,0.44,0.15,0.44
2022-12-17T23:43:00Z,681,52.28,32.01,11.01,3.23,0.44,0.44,0.15,0.44
2022-12-17T23:52:00Z,682,52.2,32.11,11.0,3.23,0.44,0.44,0.15,0.44
2022-12-17T23:57:00Z,683,52.12,32.06,11.13,3.22,0.44,0.44,0.15,0.44
2022-12-18T00:04:00Z,684,52.05,32.16,11.11,3.22,0.44,0.44,0.15,0.44
2022-12-18T00:10:00Z,685,51.97,32.26,11.09,3.21,0.44,0.44,0.15,0.44
2022-12-18T00:26:00Z,686,51.9,32.22,11.08,3.21,0.44,0.44,0.15,0.58
2022-12-18T00:38:00Z,687,51.82,32.31,11.06,3.2,0.44,0.44,0.15,0.58
2022-12-18T00:43:00Z,688,51.74,32.41,11.05,3.2,0.44,0.44,0.15,0.58
2022-12-18T00:47:00Z,689,51.67,32.51,11.03,3.19,0.44,0.44,0.15,0.58
2022-12-18T00:54:00Z,690,51.59,32.61,11.01,3.19,0.43,0.43,0.14,0.58
2022-12-18T01:31:00Z,691,51.52,32.56,11.0,3.33,0.43,0.43,0.14,0.58
2022-12-18T01:39:00Z,692,51.45,32.51,11.13,3.32,0.43,0.43,0.14,0.58
2022-12-18T01:43:00Z,693,51.37,32.47,11.11,3.46,0.43,0.43,0.14,0.58
2022-12-18T01:52:00Z,694,51.3,32.42,11.24,3.46,0.43,0.43,0.14,0.58
2022-12-18T01:57:00Z,695,51.22,32.52,11.22,3.45,0.43,0.43,0.14,0.58
2022-12-18T02:02:00Z,696,51.29,32.47,11.21,3.45,0.43,0.43,0.14,0.57
2022-12-18T02:06:00Z,697,51.36,32.42,11.19,3.44,0.43,0.43,0.14,0.57
2022-12-18T02:10:00Z,698,51.43,32.38,11.17,3.44,0.43,0.43,0.14,0.57
2022-12-18T02:13:00Z,699,51.36,32.47,11.16,3.43,0.43,0.43,0.14,0.57
2022-12-18T02:16:00Z,700,51.43,32.43,11.14,3.43,0.43,0.43,0.14,0.57
2022-12-18T02:20:00Z,701,51.5,32.38,11.13,3.42,0.43,0.43,0.14,0.57
2022-12-18T02:27:00Z,702,51.57,32.34,11.11,3.42,0.43,0.43,0.14,0.57
2022-12-18T02:31:00Z,703,51.64,32.29,11.1,3.41,0.43,0.43,0.14,0.57
2022-12-18T02:35:00Z,704,51.7,32.24,11.08,3.41,0.43,0.43,0.14,0.57
2022-12-18T02:42:00Z,705,51.63,32.2,11.21,3.4,0.43,0.43,0.14,0.57
2022-12-18T02:55:00Z,706,51.56,32.29,11.19,3.4,0.42,0.42,0.14,0.57
2022-12-19T04:17:00Z,707,51.49,32.25,11.32,3.39,0.42,0.42,0.14,0.57
2022-12-19T04:18:00Z,708,51.41,32.2,11.44,3.39,0.42,0.42,0.14,0.56
2022-12-19T04:19:00Z,709,51.34,32.16,11.57,3.39,0.42,0.42,0.14,0.56
2022-12-19T22:27:00Z,710,51.27,32.25,11.55,3.38,0.42,0.42,0.14,0.56
2022-12-19T22:31:00Z,711,51.34,32.21,11.53,3.38,0.42,0.42,0.14,0.56
2022-12-19T22:37:00Z,712,51.26,32.3,11.52,3.37,0.42,0.42,0.14,0.56
2022-12-21T01:53:00Z,713,51.19,32.26,11.64,3.37,0.42,0.42,0.14,0.56
2022-12-21T06:03:00Z,714,51.12,32.35,11.62,3.36,0.42,0.42,0.14,0.56
2022-12-21T06:20:00Z,715,51.19,32.31,11.61,3.36,0.42,0.42,0.14,0.56
2022-12-21T06:39:00Z,716,51.12,32.26,11.73,3.35,0.42,0.42,0.14,0.56
2022-12-21T06:48:00Z,717,51.05,32.36,11.72,3.35,0.42,0.42,0.14,0.56
2022-12-21T06:54:00Z,718,50.97,32.45,11.7,3.34,0.42,0.42,0.14,0.56
2022-12-21T06:57:00Z,719,50.9,32.41,11.68,3.48,0.42,0.42,0.14,0.56
2022-12-21T07:04:00Z,720,50.83,32.5,11.67,3.47,0.42,0.42,0.14,0.56
2022-12-21T07:07:00Z,721,50.76,32.59,11.65,3.47,0.42,0.42,0.14,0.55
2022-12-21T07:09:00Z,722,50.69,32.69,11.63,3.46,0.42,0.42,0.14,0.55
2022-12-22T06:06:00Z,723,50.62,32.78,11.62,3.46,0.41,0.41,0.14,0.55
2022-12-22T22:01:00Z,724,50.55,32.87,11.6,3.45,0.41,0.41,0.14,0.55
2022-12-22T22:04:00Z,725,50.48,32.97,11.59,3.45,0.41,0.41,0.14,0.55
2022-12-22T22:09:00Z,726,50.41,33.06,11.57,3.44,0.41,0.41,0.14,0.55
2022-12-22T22:12:00Z,727,50.34,33.15,11.55,3.44,0.41,0.41,0.14,0.55
2022-12-22T22:17:00Z,728,50.27,33.24,11.54,3.43,0.41,0.41,0.14,0.55
2022-12-22T22:21:00Z,729,50.21,33.33,11.52,3.43,0.41,0.41,0.14,0.55
2022-12-22T22:28:00Z,730,50.14,33.42,11.51,3.42,0.41,0.41,0.14,0.55
2022-12-22T22:39:00Z,731,50.07,33.52,11.49,3.42,0.41,0.41,0.14,0.55
2022-12-22T22:55:00Z,732,50.0,33.47,11.48,3.55,0.41,0.41,0.14,0.55
2022-12-22T23:05:00Z,733,49.93,33.56,11.46,3.55,0.41,0.41,0.14,0.55
2022-12-22T23:11:00Z,734,49.86,33.65,11.44,3.54,0.41,0.41,0.14,0.54
2022-12-22T23:15:00Z,735,49.8,33.74,11.43,3.54,0.41,0.41,0.14,0.54
2022-12-22T23:23:00Z,736,49.73,33.7,11.41,3.67,0.41,0.41,0.14,0.54
2022-12-22T23:26:00Z,737,49.66,33.79,11.4,3.66,0.41,0.41,0.14,0.54
2022-12-22T23:46:00Z,738,49.59,33.88,11.38,3.66,0.41,0.41,0.14,0.54
2022-12-23T01:32:00Z,739,49.66,33.83,11.37,3.65,0.41,0.41,0.14,0.54
2022-12-23T01:42:00Z,740,49.73,33.78,11.35,3.65,0.41,0.41,0.14,0.54
2022-12-23T20:28:00Z,741,49.66,33.74,11.34,3.78,0.4,0.4,0.13,0.54
2022-12-23T20:32:00Z,742,49.6,33.69,11.32,3.91,0.4,0.4,0.13,0.54
2022-12-23T20:39:00Z,743,49.53,33.65,11.31,4.04,0.4,0.4,0.13,0.54
2022-12-23T20:42:00Z,744,49.46,33.74,11.29,4.03,0.4,0.4,0.13,0.54
2022-12-23T20:52:00Z,745,49.4,33.83,11.28,4.03,0.4,0.4,0.13,0.54
2022-12-23T21:05:00Z,746,49.46,33.78,11.26,4.02,0.4,0.4,0.13,0.54
2022-12-23T21:20:00Z,747,49.4,33.87,11.24,4.02,0.4,0.4,0.13,0.54
2022-12-23T21:23:00Z,748,49.33,33.96,11.23,4.01,0.4,0.4,0.13,0.53
2022-12-24T01:20:00Z,749,49.4,33.91,11.21,4.01,0.4,0.4,0.13,0.53
2022-12-24T21:04:00Z,750,49.33,34.0,11.2,4.0,0.4,0.4,0.13,0.53
2022-12-24T21:13:00Z,751,49.27,33.95,11.19,4.13,0.4,0.4,0.13,0.53
2022-12-29T09:23:00Z,752,49.2,34.04,11.17,4.12,0.4,0.4,0.13,0.53
2023-01-22T03:35:00Z,753,49.27,34.0,11.16,4.12,0.4,0.4,0.13,0.53
2023-02-03T23:23:00Z,754,49.2,33.95,11.27,4.11,0.4,0.4,0.13,0.53
2023-02-04T03:39:00Z,755,49.27,33.91,11.26,4.11,0.4,0.4,0.13,0.53
2023-02-05T01:00:00Z,756,49.34,33.86,11.24,4.1,0.4,0.4,0.13,0.53
2023-02-08T15:46:00Z,757,49.41,33.82,11.23,4.1,0.4,0.4,0.13,0.53
2023-02-14T01:48:00Z,758,49.47,33.77,11.21,4.09,0.4,0.4,0.13,0.53
2023-02-18T08:33:00Z,759,49.41,33.86,11.2,4.08,0.4,0.4,0.13,0.53
2023-02-20T16:07:00Z,760,49.34,33.95,11.18,4.08,0.39,0.39,0.13,0.53
2023-02-20T16:14:00Z,761,49.41,33.9,11.17,4.07,0.39,0.39,0.13,0.53
2023-02-20T16:38:00Z,762,49.34,33.99,11.15,4.07,0.39,0.39,0.13,0.52
2023-02-20T17:04:00Z,763,49.28,34.08,11.14,4.06,0.39,0.39,0.13,0.52
2023-02-20T17:20:00Z,764,49.21,34.03,11.13,4.19,0.39,0.39,0.13,0.52
2023-03-01T23:46:00Z,765,49.15,33.99,11.11,4.31,0.39,0.39,0.13,0.52
2023-03-01T23:49:00Z,766,49.09,34.07,11.1,4.31,0.39,0.39,0.13,0.52
2023-03-01T23:52:00Z,767,49.02,34.16,11.08,4.3,0.39,0.39,0.13,0.52
2023-03-05T04:56:00Z,768,48.96,34.24,11.07,4.3,0.39,0.39,0.13,0.52
2023-03-18T14:30:00Z,769,48.89,34.33,11.05,4.29,0.39,0.39,0.13,0.52
2023-03-22T23:26:00Z,770,48.83,34.42,11.04,4.29,0.39,0.39,0.13,0.52
2023-03-23T02:53:00Z,771,48.77,34.5,11.02,4.28,0.39,0.39,0.13,0.52
2023-04-05T20:30:00Z,772,48.7,34.59,11.01,4.27,0.39,0.39,0.13,0.52
2023-04-08T05:30:00Z,773,48.77,34.54,11.0,4.27,0.39,0.39,0.13,0.52
2023-04-08T05:37:00Z,774,48.71,34.63,10.98,4.26,0.39,0.39,0.13,0.52
2023-04-08T05:43:00Z,775,48.65,34.58,10.97,4.39,0.39,0.39,0.13,0.52
2023-04-10T12:04:00Z,776,48.58,34.66,10.95,4.38,0.39,0.39,0.13,0.52
2023-04-12T01:24:00Z,777,48.65,34.62,10.94,4.38,0.39,0.39,0.13,0.51
2023-04-14T01:06:00Z,778,48.59,34.7,10.93,4.37,0.39,0.39,0.13,0.51
2023-04-18T04:06:00Z,779,48.65,34.66,10.91,4.36,0.39,0.39,0.13,0.51
2023-04-18T08:08:00Z,780,48.72,34.62,10.9,4.36,0.38,0.38,0.13,0.51
2023-04-22T23:12:00Z,781,48.66,34.7,10.88,4.35,0.38,0.38,0.13,0.51
2023-04-24T08:39:00Z,782,48.72,34.65,10.87,4.35,0.38,0.38,0.13,0.51
2023-04-26T10:34:00Z,783,48.79,34.61,10.86,4.34,0.38,0.38,0.13,0.51
2023-04-29T20:43:00Z,784,48.72,34.69,10.84,4.34,0.38,0.38,0.13,0.51
2023-05-05T23:35:00Z,785,48.66,34.78,10.83,4.33,0.38,0.38,0.13,0.51
2023-05-09T08:45:00Z,786,48.6,34.73,10.81,4.45,0.38,0.38,0.13,0.51
2023-05-16T23:59:00Z,787,48.67,34.69,10.8,4.45,0.38,0.38,0.13,0.51
2023-05-26T13:09:00Z,788,48.6,34.77,10.79,4.44,0.38,0.38,0.13,0.51
2023-05-30T11:51:00Z,789,48.54,34.85,10.77,4.44,0.38,0.38,0.13,0.51
2023-06-01T08:07:00Z,790,48.48,34.81,10.76,4.56,0.38,0.38,0.13,0.51
2023-06-04T14:58:00Z,791,48.42,34.89,10.75,4.55,0.38,0.38,0.13,0.51
2023-06-05T10:18:00Z,792,48.36,34.97,10.73,4.55,0.38,0.38,0.13,0.51
2023-06-05T10:52:00Z,793,48.3,35.06,10.72,4.54,0.38,0.38,0.13,0.5
2023-06-05T11:00:00Z,794,48.36,35.01,10.71,4.53,0.38,0.38,0.13,0.5
2023-06-06T11:16:00Z,795,48.43,34.97,10.69,4.53,0.38,0.38,0.13,0.5
2023-06-06T11:34:00Z,796,48.37,34.92,10.68,4.65,0.38,0.38,0.13,0.5
2023-06-07T14:13:00Z,797,48.31,35.01,10.66,4.64,0.38,0.38,0.13,0.5
2023-06-08T12:43:00Z,798,48.37,34.96,10.65,4.64,0.38,0.38,0.13,0.5
2023-06-14T11:33:00Z,799,48.31,35.04,10.64,4.63,0.38,0.38,0.13,0.5
2023-06-18T08:34:00Z,800,48.38,35.0,10.62,4.62,0.38,0.38,0.12,0.5
2023-06-21T07:01:00Z,801,48.31,35.08,10.61,4.62,0.37,0.37,0.12,0.5
2023-06-21T07:32:00Z,802,48.25,35.16,10.6,4.61,0.37,0.37,0.12,0.5
2023-06-26T03:16:00Z,803,48.19,35.24,10.59,4.61,0.37,0.37,0.12,0.5
2023-06-26T10:52:00Z,804,48.26,35.2,10.57,4.6,0.37,0.37,0.12,0.5
2023-06-27T05:48:00Z,805,48.2,35.16,10.68,4.6,0.37,0.37,0.12,0.5
2023-06-27T22:27:00Z,806,48.26,35.11,10.67,4.59,0.37,0.37,0.12,0.5
2023-06-29T06:26:00Z,807,48.2,35.19,10.66,4.58,0.37,0.37,0.12,0.5
2023-06-30T17:31:00Z,808,48.27,35.15,10.64,4.58,0.37,0.37,0.12,0.5
2023-07-05T12:19:00Z,809,48.21,35.23,10.63,4.57,0.37,0.37,0.12,0.49
2023-07-06T13:42:00Z,810,48.15,35.31,10.62,4.57,0.37,0.37,0.12,0.49
